Station Name,Latitude,Longitude,Location
St. Louis Ave & Fullerton Ave,41.9248155968,-87.7144950628,POINT (-87.714495062828 41.924815596812)
Larrabee St & Menomonee St,41.91468,-87.64332,POINT (-87.64332 41.91468)
Kedvale Ave & Peterson Ave,41.9900762,-87.7317073,POINT (-87.7317073 41.9900762)
Damen Ave & 77th St,41.7542030568,-87.6732245,POINT (-87.6732245 41.754203056763)
Cottage Grove Ave & 47th St,41.809855,-87.606755,POINT (-87.606755 41.809855)
Constance Ave & 95th St,41.722290741,-87.5789684057,POINT (-87.578968405724 41.722290740953)
Theater on the Lake,41.926277,-87.630834,POINT (-87.630834 41.926277)
Cumberland Ave & Catherine Ave,41.97732,-87.83674,POINT (-87.83674 41.97732)
Dusable Harbor,41.886976,-87.612813,POINT (-87.612813 41.886976)
Long Ave & Diversey Ave,41.93104,-87.76124,POINT (-87.76124 41.93104)
Ewing Ave & 106th St,41.70266,-87.53564,POINT (-87.53564 41.70266)
Clybourn Ave & Division St,41.904613,-87.640552,POINT (-87.640552 41.904613)
Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,POINT (-87.653833 41.928712)
Burley Ave & 91st St,41.73054,-87.54558,POINT (-87.54558 41.73054)
Clark St & Leland Ave,41.9670878392,-87.6672908664,POINT (-87.667290866375 41.967087839184)
California Ave & Francis Pl,41.9184911537,-87.6974228024,POINT (-87.697422802448 41.918491153687)
Hegewisch Metra Station,41.6485007627,-87.5460898876,POINT (-87.546089887619 41.648500762664)
Wood St & 35th St,41.8301046542,-87.6702983089,POINT (-87.6702983089 41.83010465416)
Central Park Ave & North Ave,41.9096568756,-87.7166319516,POINT (-87.7166319516 41.90965687563)
Indiana Ave & 103rd St,41.7071702712,-87.6184719801,POINT (-87.618471980095 41.707170271178)
Rockwell St & Archer Ave,41.82272,-87.68982,POINT (-87.68982 41.82272)
Halsted St & 51st St,41.8018316405,-87.645213904,POINT (-87.645213904 41.80183164049)
State St & 123rd St,41.6706438369,-87.6225864887,POINT (-87.622586488724 41.67064383688)
Wacker Dr & Washington St,41.8831433644,-87.6372420788,POINT (-87.637242078781 41.88314336439)
Bradley Park,41.7178783019,-87.5645917654,POINT (-87.564591765404 41.717878301935)
Wallace St & 35th St,41.8307070514,-87.641255334,POINT (-87.64125533402 41.830707051441)
Jeffery Blvd & 76th St,41.757120068,-87.5758393587,POINT (-87.5758393587 41.75712006802)
Altgeld Gardens,41.6566655297,-87.5988006592,POINT (-87.59880065918 41.656665529674)
California Ave & 26th St,41.8436799146,-87.6949685812,POINT (-87.6949685812 41.843679914577)
Torrence Ave & 126th Pl,41.6663120083,-87.5572156906,POINT (-87.557215690613 41.666312008257)
California Ave & 71st St,41.764748,-87.693121,POINT (-87.693121 41.764748)
Keystone Ave & Montrose Ave,41.9611080162,-87.7289701012,POINT (-87.7289701012 41.96110801623)
Dodge Ave & Main St,42.0346318516,-87.699187696,POINT (-87.69918769598 42.034631851616)
Halsted St & North Branch St,41.8993902855,-87.6485449076,POINT (-87.64854490757 41.899390285497)
Michigan Ave & 114th St,41.6870147947,-87.6210522652,POINT (-87.621052265167 41.687014794671)
State St & 111th St,41.69251,-87.62287,POINT (-87.62287 41.69251)
Morgan St & Polk St,41.871737,-87.65103,POINT (-87.65103 41.871737)
Michigan Ave & Jackson Blvd,41.8777679,-87.624164,POINT (-87.624164 41.8777679)
Delano Ct & Roosevelt Rd,41.867491,-87.63219,POINT (-87.63219 41.867491)
Martin Luther King Dr & 111th St,41.6926389565,-87.6136738648,POINT (-87.613673864847 41.692638956472)
Dauphin Ave & 103rd St,41.7072503678,-87.6076626778,POINT (-87.607662677765 41.707250367782)
Lynch Ave & Elston Ave,41.98096,-87.76149,POINT (-87.76149 41.98096)
State St & Pearson St,41.897448,-87.628722,POINT (-87.628722 41.897448)
Austin Blvd & Lake St,41.8879437943,-87.7742734551,POINT (-87.774273455143 41.887943794272)
Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,POINT (-87.740569 41.953733)
Laflin St & Cullerton St,41.8549145758,-87.6635599136,POINT (-87.663559913635 41.854914575766)
Calumet Ave & 71st St,41.7655080058,-87.616917925,POINT (-87.616917925 41.76550800581)
Kedzie Ave & Roosevelt Rd,41.8664927817,-87.7064961757,POINT (-87.7064961757 41.86649278172)
Broadway & Sheridan Rd,41.952833,-87.649993,POINT (-87.649993 41.952833)
Clinton St & Polk St,41.8714665178,-87.6409491327,POINT (-87.6409491327 41.87146651779)
St. Louis Ave & Balmoral Ave,41.9803942348,-87.7161149615,POINT (-87.7161149615 41.98039423475)
Halsted St & 96th St,41.7197121836,-87.643019557,POINT (-87.643019556999 41.719712183619)
Paulina St & Flournoy St,41.8730610879,-87.6691348851,POINT (-87.669134885073 41.873061087898)
Chicago State University,41.7189634217,-87.6082956791,POINT (-87.608295679092 41.718963421655)
Orange Ave & Addison St,41.94485,-87.82423,POINT (-87.82423 41.94485)
Sheridan Rd & Loyola Ave,42.0010437798,-87.6611982433,POINT (-87.6611982433 42.00104377979)
Western Ave & 28th St,41.8415177081,-87.6851314409,POINT (-87.6851314409 41.84151770807)
California Ave & Byron St,41.9521621933,-87.698051113,POINT (-87.698051113 41.95216219326)
MLK Jr Dr & 63rd St,41.7800806366,-87.6159428567,POINT (-87.6159428567 41.78008063659)
Stetson Ave & South Water St,41.886835,-87.62232,POINT (-87.62232 41.886835)
Olive Harvey College,41.7095811353,-87.5902336836,POINT (-87.590233683586 41.709581135263)
Damen Ave & Foster Ave,41.9758109756,-87.6795098986,POINT (-87.679509898579 41.975810975575)
Baltimore Ave & 87th St,41.7373356004,-87.5485146046,POINT (-87.548514604568 41.737335600417)
Major Taylor Trail & 124th St,41.6686963533,-87.6371133327,POINT (-87.637113332748 41.668696353322)
Budlong Woods Library,41.9836647089,-87.6964225611,POINT (-87.6964225611 41.98366470886)
Leavitt St & Archer Ave,41.8287920199,-87.6806044594,POINT (-87.6806044594 41.82879201994)
Ridge Blvd & Touhy Ave,42.0121322774,-87.6829126443,POINT (-87.6829126443 42.01213227742)
Clark St & Columbia Ave,42.0044506293,-87.6724024047,POINT (-87.6724024047 42.00445062934)
Campbell Ave & Fullerton Ave,41.9246324716,-87.6893070063,POINT (-87.6893070063 41.92463247165)
Troy St & Elston Ave,41.9452435685,-87.7066499009,POINT (-87.7066499009 41.94524356848)
DuSable Lake Shore Dr & Wellington Ave,41.9366884495,-87.6368290186,POINT (-87.636829018593 41.9366884495)
Cottage Grove Ave & 67th St,41.773720952,-87.60563486,POINT (-87.60563486 41.77372095205)
Clyde Ave & 87th St,41.7371514643,-87.5727403164,POINT (-87.572740316391 41.737151464311)
Damen Ave & 59th St,41.7858610651,-87.6741439104,POINT (-87.674143910408 41.785861065132)
Farragut Ave & Central Ave,41.97666,-87.76823,POINT (-87.76823 41.97666)
Halsted St & 111th St,41.6922625559,-87.6426118612,POINT (-87.642611861229 41.692262555892)
Kedzie Ave & Chicago Ave,41.8954653031,-87.7061278837,POINT (-87.7061278837 41.89546530305)
Ewing Ave & 97th St,41.71982,-87.53542,POINT (-87.53542 41.71982)
Vincennes Ave & 104th St,41.704925565,-87.6568681096,POINT (-87.656868109589 41.704925564998)
Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409,POINT (-87.677409 41.901315)
Field Museum,41.865312,-87.617867,POINT (-87.617867 41.865312)
Halsted St & 18th St,41.8575056803,-87.6459914446,POINT (-87.645991444588 41.857505680317)
Loomis Blvd & 84th St,41.7414865286,-87.6584100723,POINT (-87.658410072327 41.741486528618)
Monticello Ave & Irving Park Rd,41.9540048388,-87.7191281797,POINT (-87.7191281797 41.95400483876)
Shields Ave & 43rd St,41.8162076786,-87.6348193497,POINT (-87.6348193497 41.81620767856)
Wolcott Ave & Fargo Ave,42.016977,-87.677725,POINT (-87.677725 42.016977)
Woodlawn Ave & Lake Park Ave,41.8140927105,-87.5970051479,POINT (-87.5970051479 41.81409271048)
Homewood Ave & 115th St,41.684595072,-87.6707080007,POINT (-87.67070800066 41.684595072026)
Washtenaw Ave & Ogden Ave,41.8619304928,-87.6934504509,POINT (-87.693450450897 41.861930492783)
Lincoln Ave & Winona St,41.9749112968,-87.6925025594,POINT (-87.6925025594 41.97491129677)
Lincoln Ave & Belle Plaine Ave,41.9560035508,-87.6801614463,POINT (-87.680161446333 41.956003550785)
Central Park Ave & Elbridge Ave,41.9353372826,-87.7168892935,POINT (-87.7168892935 41.93533728263)
Francisco Ave & Foster Ave,41.9756327252,-87.7014194389,POINT (-87.7014194389 41.97563272521)
Millard Ave & 26th St,41.8445311246,-87.715921998,POINT (-87.715921998024 41.844531124622)
Calumet Ave & 35th St,41.831379,-87.618034,POINT (-87.618034 41.831379)
Clark St & Lincoln Ave,41.915689,-87.6346,POINT (-87.6346 41.915689)
East End Ave & 87th St,41.7368152144,-87.5828012824,POINT (-87.582801282406 41.736815214407)
Cottage Grove Ave & 111th Pl,41.6917097585,-87.610001564,POINT (-87.610001564026 41.69170975847)
Racine Ave & Belmont Ave,41.939743,-87.658865,POINT (-87.658865 41.939743)
Laramie Ave & Gladys Ave,41.875806,-87.755285,POINT (-87.755285 41.875806)
Wentworth Ave & 24th St,41.8500836935,-87.6321405172,POINT (-87.632140517235 41.850083693476)
Wentworth Ave & 63rd St,41.7800796326,-87.6297463052,POINT (-87.6297463052 41.78007963264)
Calumet Park,41.7137098304,-87.5308442116,POINT (-87.530844211578 41.713709830356)
Parnell Ave & 127th St,41.66338,-87.63429,POINT (-87.63429 41.66338)
Winchester Ave & Elston Ave,41.9240908504,-87.6764600747,POINT (-87.6764600747 41.92409085038)
Marquette Ave & 89th St,41.7336687907,-87.5583422184,POINT (-87.558342218399 41.733668790715)
Damen Ave & Grand Ave,41.892394453,-87.676885128,POINT (-87.676885128021 41.892394452963)
Sawyer Ave & Irving Park Rd,41.9535861789,-87.7093107999,POINT (-87.7093107999 41.95358617895)
Eggleston Ave & 92nd St,41.7275756593,-87.6348280907,POINT (-87.634828090668 41.7275756593)
Clinton St & Washington Blvd,41.88338,-87.64117,POINT (-87.64117 41.88338)
Clark St & Elm St,41.902973,-87.63128,POINT (-87.63128 41.902973)
Broadway & Belmont Ave,41.940106,-87.645451,POINT (-87.645451 41.940106)
Burnham Greenway & 105th St,41.7045750872,-87.52823174,POINT (-87.528231739998 41.704575087207)
Central Park Ave & Ogden Ave,41.8540635039,-87.7151173353,POINT (-87.71511733532 41.854063503874)
Pulaski Rd & Congress Pkwy,41.87441021,-87.7260915935,POINT (-87.726091593504 41.874410210038)
Damen Ave & Cullerton St,41.8549665188,-87.6756995916,POINT (-87.675699591637 41.854966518754)
Houston Ave & 92nd St,41.7282042154,-87.549700141,POINT (-87.549700140953 41.728204215358)
Kildare Ave & Division St,41.902393,-87.733598,POINT (-87.733598 41.902393)
Racine Ave & 35th St,41.8306885647,-87.6562106609,POINT (-87.656210660934 41.830688564721)
63rd St Beach,41.7809109642,-87.5763237476,POINT (-87.576323747635 41.780910964248)
St Louis Ave & Foster Ave,41.9759837,-87.7159844,POINT (-87.7159844 41.9759837)
Halsted St & 63rd St,41.7793811423,-87.6446208145,POINT (-87.6446208145 41.77938114228)
Vernon Ave & 107th St,41.7001213792,-87.612259984,POINT (-87.612259984016 41.700121379239)
Jefferson St & Monroe St,41.8803296336,-87.6427459717,POINT (-87.64274597168 41.880329633635)
Halsted St & 56th St,41.792929646,-87.6449900565,POINT (-87.6449900565 41.79292964599)
Halsted St & 78th St,41.7524870125,-87.6439021575,POINT (-87.643902157488 41.75248701249)
Torrence Ave & 106th St,41.7028008502,-87.5597262383,POINT (-87.559726238251 41.702800850226)
Doty Ave & 111th St,41.6950104494,-87.5987148285,POINT (-87.598714828491 41.695010449381)
Eberhart Ave & 91st St,41.7292851573,-87.6110315323,POINT (-87.611031532288 41.729285157255)
Halsted St & 47th Pl,41.8081339148,-87.6456165545,POINT (-87.6456165545 41.80813391481)
Clark St & Elmdale Ave,41.9908604481,-87.66972363,POINT (-87.669723629951 41.990860448126)
Kildare Ave & North Ave,41.9095392,-87.7338518,POINT (-87.7338518 41.9095392)
Troy St & North Ave,41.9097693017,-87.7052804871,POINT (-87.7052804871 41.90976930169)
Racine Ave & 57th St,41.7896968805,-87.6546978951,POINT (-87.65469789505 41.789696880483)
Halsted St & 83rd St,41.74307,-87.6437,POINT (-87.6437 41.74307)
Southport Ave & Belmont Ave,41.9394777504,-87.6637476683,POINT (-87.663747668266 41.939477750405)
Larrabee St & Oak St,41.9002194932,-87.6429854676,POINT (-87.6429854676 41.90021949323)
Cottage Grove Ave & 71st St,41.765719037,-87.604959713,POINT (-87.604959713 41.76571903697)
Perry Ave & 69th St,41.7692930899,-87.6281959291,POINT (-87.6281959291 41.76929308995)
Canal St & Madison St,41.882409,-87.639767,POINT (-87.639767 41.882409)
Calumet Ave & 21st St,41.8541842495,-87.6191537415,POINT (-87.6191537415 41.85418424947)
Leamington Ave & Hirsch St,41.9058405,-87.7548602,POINT (-87.7548602 41.9058405)
California Ave & Lake St,41.8844539566,-87.6962981368,POINT (-87.6962981368 41.88445395657)
Clark St & Wrightwood Ave,41.929546,-87.643118,POINT (-87.643118 41.929546)
Linder Ave & Montrose Ave,41.96081,-87.76488,POINT (-87.76488 41.96081)
900 W Harrison St,41.874754,-87.649807,POINT (-87.649807 41.874754)
Green St & Washington Blvd,41.883181306,-87.6487246156,POINT (-87.648724615574 41.883181305974)
Seeley Ave & Roscoe St,41.943403,-87.679618,POINT (-87.679618 41.943403)
Meade Ave & Fullerton Ave,41.924751,-87.778272,POINT (-87.778272 41.924751)
California Ave & Granville Ave,41.9941803,-87.6995596,POINT (-87.6995596 41.9941803)
Ewing Ave & Burnham Greenway,41.70999,-87.5355,POINT (-87.5355 41.70999)
Michigan Ave & 105th St,41.70346,-87.62037,POINT (-87.62037 41.70346)
Broadway & Granville Ave,41.9947796884,-87.6602845349,POINT (-87.6602845349 41.9947796884)
Ravenswood Ave & Lawrence Ave,41.968445,-87.674226,POINT (-87.674226 41.968445)
Rush St & Cedar St,41.9023087012,-87.627690528,POINT (-87.627690528 41.90230870122)
Shabbona Park,41.9448,-87.79932,POINT (-87.79932 41.9448)
Ogden Ave & Chicago Ave,41.896362458,-87.6540612729,POINT (-87.6540612729 41.896362458)
Oriole Ave & Irving Park Rd,41.95224,-87.81697,POINT (-87.81697 41.95224)
Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,POINT (-87.586924 41.802406)
Sheridan Rd & Montrose Ave,41.96167,-87.65464,POINT (-87.65464 41.96167)
Clinton St & Lake St,41.885637,-87.641823,POINT (-87.641823 41.885637)
Lexington St & California Ave,41.8719938,-87.6958108,POINT (-87.6958108 41.8719938)
Wentworth Ave & 92nd St,41.72714,-87.62886,POINT (-87.62886 41.72714)
Ashland Ave & Lake St,41.88592,-87.66717,POINT (-87.66717 41.88592)
Fairfield Ave & Pratt Blvd,42.0044482,-87.6985973,POINT (-87.6985973 42.0044482)
Pine Grove Ave & Waveland Ave,41.9494727409,-87.6464527845,POINT (-87.646452784538 41.949472740883)
Martin Luther King Dr & 87th St,41.73677,-87.61439,POINT (-87.61439 41.73677)
Shields Ave & 57th St,41.79076,-87.6345,POINT (-87.6345 41.79076)
Green St & Madison St,41.881859328,-87.6492637396,POINT (-87.649263739586 41.881859328038)
Clark St & Newport St,41.94454,-87.654678,POINT (-87.654678 41.94454)
Wood St & Hubbard St,41.889715,-87.671966,POINT (-87.671966 41.889715)
McCormick Place,41.8513751729,-87.6188346489,POINT (-87.6188346489 41.8513751729)
Western Blvd & 48th Pl,41.805661,-87.683392,POINT (-87.683392 41.805661)
Burling St & Diversey Pkwy,41.93314,-87.64776,POINT (-87.64776 41.93314)
St. Clair St & Erie St,41.8943451374,-87.6227983832,POINT (-87.622798383236 41.894345137424)
Wood St & Augusta Blvd,41.899181,-87.6722,POINT (-87.6722 41.899181)
Princeton Ave & Garfield Blvd,41.794982,-87.633124,POINT (-87.633124 41.794982)
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),41.734929,-87.731187,POINT (-87.731187 41.734929)
Oconto Ave & Belmont Ave,41.93783,-87.80788,POINT (-87.80788 41.93783)
Overhill Ave & Belmont Ave,41.93799,-87.81915,POINT (-87.81915 41.93799)
Kedzie Ave & 24th St,41.848193,-87.705412,POINT (-87.705412 41.848193)
Stony Island Ave & 67th St,41.7734584995,-87.5853397391,POINT (-87.5853397391 41.77345849948)
Sedgwick St & North Ave,41.910983,-87.638525,POINT (-87.638525 41.910983)
Stony Island Ave & 82nd St,41.746559,-87.586005,POINT (-87.586005 41.746559)
Orleans St & Hubbard St,41.890028,-87.636618,POINT (-87.636618 41.890028)
Racine Ave & Wrightwood Ave,41.928887,-87.658971,POINT (-87.658971 41.928887)
Sheffield Ave & Wellington Ave,41.9362534831,-87.6526620984,POINT (-87.652662098408 41.936253483141)
State St & 33rd St,41.834734,-87.625813,POINT (-87.625813 41.834734)
Kedzie Ave & 54th Pl,41.793446,-87.70345,POINT (-87.70345 41.793446)
Halsted St & Maxwell St,41.864883,-87.647071,POINT (-87.647071 41.864883)
Clark St & Newport St,41.94454,-87.654678,POINT (-87.654678 41.94454)
Princeton Ave & 47th St,41.8093177092,-87.633449288,POINT (-87.633449288 41.80931770924)
Racine Ave & Belmont Ave,41.939743,-87.658865,POINT (-87.658865 41.939743)
Harding Ave & Division St,41.9023453,-87.7250744,POINT (-87.7250744 41.9023453)
Stony Island Ave & 75th St,41.7586696704,-87.586882871,POINT (-87.586882871 41.7586696704)
DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804,POINT (-87.626804 41.911722)
Blackstone Ave & Hyde Park Blvd,41.802562,-87.590368,POINT (-87.590368 41.802562)
Merrimac Park,41.95261,-87.78535,POINT (-87.78535 41.95261)
Dodge Ave & Mulford St,42.023463,-87.699595,POINT (-87.699595 42.023463)
Woodlawn Ave & 58th St,41.789381,-87.596479,POINT (-87.596479 41.789381)
Steelworkers Park (Updated),41.737948,-87.530836,POINT (-87.530836 41.737948)
Kenton Ave & Madison St,41.88042,-87.74108,POINT (-87.74108 41.88042)
Franklin St & Lake St,41.885837,-87.6355,POINT (-87.6355 41.885837)
Homan Ave & Arthington Ave,41.86963,-87.71055,POINT (-87.71055 41.86963)
Richmond St & Lincoln Ave,41.9881174,-87.7031754,POINT (-87.7031754 41.9881174)
Lake Park Ave & 56th St,41.79161,-87.58748,POINT (-87.58748 41.79161)
Elizabeth St & 47th St,41.80839,-87.656526,POINT (-87.656526 41.80839)
Mulligan Ave & Archer Ave,41.79296,-87.78052,POINT (-87.78052 41.79296)
Rockwell St & Eastwood Ave,41.9659001398,-87.6936384935,POINT (-87.6936384935 41.96590013976)
Clinton St & Madison St,41.8827519657,-87.6411902905,POINT (-87.641190290451 41.882751965686)
DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.639192,POINT (-87.639192 41.940775)
Lincolnwood Dr & Central St,42.064854,-87.715297,POINT (-87.715297 42.064854)
Ewing Ave & 98th St,41.71781,-87.53504,POINT (-87.53504 41.71781)
Wells St & Polk St,41.8727315423,-87.6335164905,POINT (-87.633516490459 41.872731542263)
Wood St & Taylor St (Temp),41.8692652184,-87.6737308502,POINT (-87.67373085022 41.869265218438)
Exchange Ave & 79th St,41.7521150063,-87.5520070003,POINT (-87.552007000253 41.752115006333)
Pulaski Rd & Ann Lurie Pl,41.81644,-87.7248,POINT (-87.7248 41.81644)
Wells St & Walton St,41.89993001,-87.63443007,POINT (-87.63443007 41.89993001)
Grace St & Central Ave,41.9495327,-87.7672648,POINT (-87.7672648 41.9495327)
Sacramento Ave & 51st St,41.80068,-87.69895,POINT (-87.69895 41.80068)
Canal St & Monroe St,41.8829056,-87.6397409,POINT (-87.6397409 41.8829056)
Lamon Ave & Armitage Ave,41.91676,-87.749458,POINT (-87.749458 41.91676)
South Chicago Ave & 83rd St,41.743921,-87.575225,POINT (-87.575225 41.743921)
Canal St & Jackson Blvd,41.878125,-87.639968,POINT (-87.639968 41.878125)
Winthrop Ave & Lawrence Ave,41.968812,-87.657659,POINT (-87.657659 41.968812)
Buckingham Fountain,41.876368,-87.6205586,POINT (-87.6205586 41.876368)
Kildare Ave & 47th St,41.80762,-87.73084,POINT (-87.73084 41.80762)
Halsted St & Roosevelt Rd,41.867324,-87.648625,POINT (-87.648625 41.867324)
Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,POINT (-87.6071 41.822985)
Broadway & Argyle St,41.97423,-87.6597735,POINT (-87.6597735 41.97423)
Monticello Ave & Lawrence Ave,41.968204,-87.719547,POINT (-87.719547 41.968204)
Kedzie Ave & Archer Ave,41.81447,-87.70411,POINT (-87.70411 41.81447)
Commercial Ave & 130th St,41.6591504276,-87.5507622957,POINT (-87.550762295723 41.659150427598)
Lakefront Trail & Wilson Ave,41.9668559,-87.6430926,POINT (-87.6430926 41.9668559)
Spaulding Ave & 16th St,41.8590732,-87.7078929,POINT (-87.7078929 41.8590732)
Leavitt St & Belmont Ave,41.939354,-87.683282,POINT (-87.683282 41.939354)
State St & Randolph St,41.8846210726,-87.6278342307,POINT (-87.627834230661 41.884621072579)
Eastlake Ter & Howard St,42.0192025019,-87.6643028855,POINT (-87.664302885532 42.019202501932)
Rockwell St & 47th St,41.80853,-87.68942,POINT (-87.68942 41.80853)
Milwaukee Ave & Agatite Ave,41.9615,-87.75489,POINT (-87.75489 41.9615)
Laramie Ave & Irving Park Rd,41.9533354,-87.7583844,POINT (-87.7583844 41.9533354)
Kilbourn Ave & Diversey Ave,41.93179,-87.73934,POINT (-87.73934 41.93179)
Elizabeth St & Randolph St,41.884336,-87.658902,POINT (-87.658902 41.884336)
Lamon Ave & Chicago Ave,41.8950179,-87.7484986,POINT (-87.7484986 41.8950179)
Nordica Ave & Medill Ave,41.92227,-87.80202,POINT (-87.80202 41.92227)
Archer Ave & 49th St,41.8042,-87.72082,POINT (-87.72082 41.8042)
Kingsbury St & Erie St,41.8939139,-87.6417358,POINT (-87.6417358 41.8939139)
Kedzie Ave & 48th Pl,41.8047581238,-87.7042193688,POINT (-87.704219368794 41.804758123768)
Wabash Ave & Wacker Pl,41.886875,-87.62603,POINT (-87.62603 41.886875)
Western Ave & Winnebago Ave,41.91552,-87.687022,POINT (-87.687022 41.91552)
Lavergne Ave & Diversey Ave,41.93128,-87.75141,POINT (-87.75141 41.93128)
Springfield Ave & 80th St,41.74763,-87.71945,POINT (-87.71945 41.74763)
Halsted St & 93rd St,41.72489,-87.64358,POINT (-87.64358 41.72489)
Bissell St & Armitage Ave*,41.9182955629,-87.6521833241,POINT (-87.652183324099 41.918295562935)
Wabash Ave & 16th St,41.860384,-87.625813,POINT (-87.625813 41.860384)
Wells St & Hubbard St,41.889906,-87.634266,POINT (-87.634266 41.889906)
Damen Ave & Sunnyside Ave,41.96325,-87.679258,POINT (-87.679258 41.96325)
Bosworth Ave & Howard St,42.019537,-87.669563,POINT (-87.669563 42.019537)
Sangamon St & Lake St,41.8857792524,-87.6510246098,POINT (-87.651024609804 41.885779252404)
Broadway & Cornelia Ave,41.945529,-87.646439,POINT (-87.646439 41.945529)
Kedzie Ave & Jackson Blvd,41.877161,-87.706134,POINT (-87.706134 41.877161)
Albany Ave & Douglas Blvd,41.8631643,-87.7030815,POINT (-87.7030815 41.8631643)
Woodlawn Ave & 75th St,41.75916,-87.595751,POINT (-87.595751 41.75916)
Michigan Ave & Madison St,41.882134,-87.625125,POINT (-87.625125 41.882134)
Mozart St & Jackson Blvd,41.8775,-87.6974,POINT (-87.6974 41.8775)
Kedzie Ave & 21st St,41.8535336321,-87.7050730318,POINT (-87.7050730318 41.85353363213)
Albany Ave & 26th St,41.844507,-87.701655,POINT (-87.701655 41.844507)
Adler Planetarium,41.866095,-87.607267,POINT (-87.607267 41.866095)
Elmwood Ave & Austin St,42.025784,-87.684107,POINT (-87.684107 42.025784)
Stony Island Ave & 90th St,41.7313949433,-87.5857436657,POINT (-87.585743665695 41.731394943302)
Columbus Dr & Randolph St,41.884728,-87.619521,POINT (-87.619521 41.884728)
Manistee Ave & 95th St,41.7226,-87.55692,POINT (-87.55692 41.7226)
Western Ave & 21st St,41.854109,-87.685838,POINT (-87.685838 41.854109)
Homan Ave & 26th St,41.84425,-87.70983,POINT (-87.70983 41.84425)
Rainbow - Beach,41.7578709652,-87.5491767528,POINT (-87.54917675279 41.757870965225)
Michigan Ave & Washington St,41.8839840647,-87.6246839762,POINT (-87.624683976173 41.883984064727)
Lawler Ave & 50th St,41.80217,-87.74894,POINT (-87.74894 41.80217)
Orleans St & Elm St,41.902924,-87.637715,POINT (-87.637715 41.902924)
Lowell Ave & Armitage Ave,41.9170767,-87.7353543,POINT (-87.7353543 41.9170767)
Halsted St & Roscoe St,41.9436315,-87.6490833,POINT (-87.6490833 41.9436315)
Lakefront Trail & Bryn Mawr Ave,41.9840441152,-87.6522812247,POINT (-87.652281224728 41.984044115192)
Millennium Park,41.8810317,-87.62408432,POINT (-87.62408432 41.8810317)
Ellis Ave & 53rd St,41.7993362626,-87.6009581145,POINT (-87.6009581145 41.79933626261)
Damen Ave & Lake St,41.8849659,-87.6768354,POINT (-87.6768354 41.8849659)
Commercial Ave & 97th St,41.71893,-87.55112,POINT (-87.55112 41.71893)
Wabash Ave & Grand Ave,41.891466,-87.626761,POINT (-87.626761 41.891466)
Milwaukee Ave & Ainslie St,41.96861,-87.76108,POINT (-87.76108 41.96861)
Larrabee St & Webster Ave,41.921822,-87.64414,POINT (-87.64414 41.921822)
Walden Pkwy & 100th St,41.7121641036,-87.6677334309,POINT (-87.667733430862 41.712164103598)
Avers Ave & 16th St,41.85909,-87.72121,POINT (-87.72121 41.85909)
Field Blvd & South Water St,41.8863490627,-87.6175165471,POINT (-87.6175165471 41.88634906269)
Southport Ave & Irving Park Rd,41.954177,-87.664358,POINT (-87.664358 41.954177)
Wentworth Ave & Cermak Rd*,41.8532144185,-87.6318722963,POINT (-87.631872296333 41.85321441852)
Racine Ave & 115th St,41.68476,-87.65196,POINT (-87.65196 41.68476)
Southport Ave & Wellington Ave,41.9357746177,-87.6636001468,POINT (-87.66360014677 41.935774617665)
Clark St & Touhy Ave,42.0125601154,-87.6743671152,POINT (-87.6743671152 42.01256011541)
Larrabee St & Kingsbury St,41.897764,-87.642884,POINT (-87.642884 41.897764)
Eggleston Ave & 115th St,41.68507,-87.63361,POINT (-87.63361 41.68507)
Wabash Ave & 83rd St,41.7433597623,-87.6228439808,POINT (-87.622843980789 41.743359762253)
Shedd Aquarium,41.8672259568,-87.6153553902,POINT (-87.6153553902 41.86722595682)
Laramie Ave & Addison St,41.9456842,-87.7569344,POINT (-87.7569344 41.9456842)
Noble St & Milwaukee Ave,41.9007,-87.662607,POINT (-87.662607 41.9007)
Dan Ryan Woods & 83rd St,41.742805,-87.680177,POINT (-87.680177 41.742805)
Wells St & Huron St,41.894722,-87.634362,POINT (-87.634362 41.894722)
Montrose Harbor,41.963982,-87.638181,POINT (-87.638181 41.963982)
Ashland Ave & Augusta Blvd,41.89962,-87.66841,POINT (-87.66841 41.89962)
Dauphin Ave & 87th St,41.73648,-87.601252,POINT (-87.601252 41.73648)
Halsted St & 73rd St,41.761605438,-87.6441609767,POINT (-87.644160976661 41.761605438044)
Ashland Ave & 74th St,41.7592360243,-87.6634740829,POINT (-87.663474082947 41.759236024259)
Peoria St & Jackson Blvd,41.8776415963,-87.6496177912,POINT (-87.649617791176 41.877641596275)
Kilbourn Ave & Belden Ave,41.922369,-87.739024,POINT (-87.739024 41.922369)
Southport Ave & Waveland Ave,41.948226,-87.6640712,POINT (-87.6640712 41.948226)
Francisco Ave & 47th St,41.80849,-87.69673,POINT (-87.69673 41.80849)
