Price,Address,Listing URL,Short Address,Zip,Beds,Baths,Raw Property Details,Latitude,Longitude
1200.0,"5457 S Cornell Ave #202, Chicago, IL 60615",https://www.zillow.com/homedetails/5457-S-Cornell-Ave-202-Chicago-IL-60615/447694463_zpid/,5457 S Cornell Ave #202,60615,0.0,1.0,Studio | 1 ba | 390 sqft,41.7964,-87.58503
1200.0,"4601 S Spaulding Ave, Chicago, IL 60632",https://zillow.com//b/4601-s-spaulding-ave-chicago-il-9S3T3p/,4601 S  Spaulding Ave # G,60632,2.0,1.0,2 bds ,41.809784,-87.706116
1200.0,"5643 N Magnolia Ave APT 1B, Chicago, IL 60660",https://www.zillow.com/homedetails/5643-N-Magnolia-Ave-APT-1B-Chicago-IL-60660/447895608_zpid/,5643 N Magnolia Ave APT 1B,60660,0.0,1.0,Studio | 1 ba | 450 sqft,41.984882,-87.66086
1200.0,"8439 S Blackstone, 8439 S Blackstone Ave #1501-2, Chicago, IL 60619",https://www.zillow.com/b/8439-s-blackstone-chicago-il-9RzbzT/,8439 S Blackstone Ave #1501-2,60619,1.0,1.0,1 bds | 1 ba ,41.741177,-87.58772
1200.0,"3038 W 40th St, Chicago, IL 60632",https://zillow.com//b/3038-w-40th-st-chicago-il-9S3PSX/,3038 W  40th St # 3,60632,1.0,1.0,1 bds ,41.820217,-87.701126
1200.0,"1647 W Fletcher St #G, Chicago, IL 60657",https://www.zillow.com/homedetails/1647-W-Fletcher-St-G-Chicago-IL-60657/2054606970_zpid/,1647 W Fletcher St #G,60657,1.0,1.0,1 bds | 1 ba | 800 sqft,41.938496,-87.67054
1200.0,"7600 S Phillips, 7600 S Phillips Ave #2415-2, Chicago, IL 60649",https://www.zillow.com/b/7600-s-phillips-chicago-il-5XhN62/,7600 S Phillips Ave #2415-2,60649,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.757004,-87.56547
1200.0,"2101 E 67th St #G, Chicago, IL 60649",https://www.zillow.com/homedetails/2101-E-67th-St-G-Chicago-IL-60649/2059140615_zpid/,2101 E 67th St #G,60649,1.0,1.0,1 bds | 1 ba ,41.773193,-87.5737
1200.0,"3606 S Wolcott Ave APT 1, Chicago, IL 60609",https://www.zillow.com/homedetails/3606-S-Wolcott-Ave-APT-1-Chicago-IL-60609/2059947961_zpid/,3606 S Wolcott Ave APT 1,60609,2.0,1.0,2 bds | 1 ba ,41.828335,-87.67316
1200.0,"2029 W 53rd St FLOOR 1, Chicago, IL 60609",https://www.zillow.com/homedetails/2029-W-53rd-St-FLOOR-1-Chicago-IL-60609/2062272298_zpid/,2029 W 53rd St FLOOR 1,60609,2.0,1.0,2 bds | 1 ba | 620 sqft,41.797306,-87.67564
1200.0,"1409 W 64th St, Chicago, IL 60636",https://zillow.com//b/1409-w-64th-st-chicago-il-5Xck6Q/,1409 W  64th St   # 3,60636,2.0,1.0,2 bds ,41.777576,-87.65967
1200.0,"440 W Barry Ave, Chicago, IL 60657",https://zillow.com//apartments/chicago-il/440-w.-barry-ave./5XcCSq/,440 W  Barry Ave  # 309,60657,0.0,1.0,Studio ,41.937904,-87.641136
1200.0,"541 E 67th St #2, Chicago, IL 60637",https://www.zillow.com/homedetails/541-E-67th-St-2-Chicago-IL-60637/2065674325_zpid/,541 E 67th St #2,60637,1.0,1.0,1 bds | 1 ba | 711 sqft,41.7729,-87.611435
1200.0,"1900 W Wilson Ave #2B, Chicago, IL 60640",https://www.zillow.com/homedetails/1900-W-Wilson-Ave-2B-Chicago-IL-60640/2066647257_zpid/,1900 W Wilson Ave #2B,60640,0.0,1.0,Studio | 1 ba ,41.96516,-87.67611
1200.0,"4600 N Wolcott Ave #2, Chicago, IL 60640",https://www.zillow.com/homedetails/4600-N-Wolcott-Ave-2-Chicago-IL-60640/2077603471_zpid/,4600 N Wolcott Ave #2,60640,0.0,1.0,Studio | 1 ba ,41.965298,-87.67654
1200.0,"6522 S Vernon Ave #2-A, Chicago, IL 60637",https://www.zillow.com/homedetails/6522-S-Vernon-Ave-2-A-Chicago-IL-60637/2079675266_zpid/,6522 S Vernon Ave #2-A,60637,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.7759,-87.61467
1200.0,"1921 E 86th St #1, Chicago, IL 60617",https://www.zillow.com/homedetails/1921-E-86th-St-1-Chicago-IL-60617/2079850024_zpid/,1921 E 86th St #1,60617,1.0,1.0,1 bds | 1 ba | 800 sqft,41.738735,-87.5772
1200.0,"1 E Balbo Ave APT 501, Chicago, IL 60605",https://www.zillow.com/homedetails/1-E-Balbo-Ave-APT-501-Chicago-IL-60605/2086098521_zpid/,1 E Balbo Ave APT 501,60605,0.0,1.0,Studio | 1 ba | 400 sqft,41.873116,-87.627464
1200.0,"7802 S Marshfield Ave UNIT 3S, Chicago, IL 60620",https://www.zillow.com/homedetails/7802-S-Marshfield-Ave-UNIT-3S-Chicago-IL-60620/2114918580_zpid/,7802 S Marshfield Ave UNIT 3S,60620,3.0,1.0,3 bds | 1 ba ,41.751972,-87.66498
1200.0,"Sankofa Real Estate - 8038 S Maryland Avenue, 8038 S Maryland Ave #2, Chicago, IL 60619",https://www.zillow.com/b/sankofa-real-estate-8038-s-maryland-avenue-chicago-il-5XghXG/,8038 S Maryland Ave #2,60619,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.748325,-87.60423
1200.0,"3630 S Hermitage Ave, Chicago, IL 60609",https://www.zillow.com/homedetails/3630-S-Hermitage-Ave-Chicago-IL-60609/2129672754_zpid/,3630 S Hermitage Ave,60609,1.0,1.0,1 bds | 1 ba | 1000 sqft,41.82778,-87.66946
1200.0,"4300 W Ford City Dr, Chicago, IL 60652",https://zillow.com//b/4300-w-ford-city-dr-chicago-il-BZ6K/,4300 W  Ford City Dr   Apt 1004,60652,1.0,1.0,1 bds ,41.753944,-87.73053
1200.0,"3543 W Montrose Ave, Chicago, IL 60618","https://zillow.com//b/building/41.960876,-87.71735_ll/",3543 W  Montrose Ave ,60618,1.0,1.0,1 bds ,41.960876,-87.71735
1200.0,"3141 W Fulton St, Chicago, IL 60612",https://www.zillow.com/homedetails/3141-W-Fulton-St-Chicago-IL-60612/3810908_zpid/,3141 W Fulton St,60612,2.0,1.0,2 bds | 1 ba ,41.8861,-87.70543
1200.0,"3128 W 54th, 3128 W 54th St, Chicago, IL 60632",https://www.zillow.com/b/3128-w-54th-chicago-il-CjT2C2/,3128 W 54th St,60632,2.0,1.0,2 bds | 1 ba ,41.795624,-87.70236
1200.0,"2460 E 72nd St #3, Chicago, IL 60649",https://www.zillow.com/homedetails/2460-E-72nd-St-3-Chicago-IL-60649/4025003_zpid/,2460 E 72nd St #3,60649,1.0,1.0,1 bds | 1 ba | 1000 sqft,41.765106,-87.56413
1200.0,"154 N Pine Ave, Chicago, IL 60644",https://zillow.com//b/154-n-pine-ave-chicago-il-F2nf/,154 N  Pine Ave Apt 1D,60644,2.0,1.0,2 bds ,41.883884,-87.76379
1200.0,"420 E. 81st St. - 3, 420 E 81st St, Chicago, IL 60619",https://www.zillow.com/b/420-e.-81st-st.-3-chicago-il-D95b/,420 E 81st St #3,60619,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.74765,-87.61397
1200.0,"8148 S Drexel Ave #1, Chicago, IL 60619",https://www.zillow.com/homedetails/8148-S-Drexel-Ave-1-Chicago-IL-60619/80815448_zpid/,8148 S Drexel Ave #1,60619,1.0,1.0,1 bds | 1 ba | 900 sqft,41.746098,-87.60296
1200.0,"7108 S Rhodes Ave, Chicago, IL 60619",https://www.zillow.com/homedetails/7108-S-Rhodes-Ave-Chicago-IL-60619/119973418_zpid/,7108 S Rhodes Ave,60619,2.0,1.0,2 bds | 1 ba | 710 sqft,41.765537,-87.61198
1200.0,"7648 S Jeffery Blvd UNIT 2W, Chicago, IL 60649",https://www.zillow.com/homedetails/7648-S-Jeffery-Blvd-UNIT-2W-Chicago-IL-60649/348314247_zpid/,7648 S Jeffery Blvd UNIT 2W,60649,2.0,1.0,2 bds | 1 ba | 700 sqft,41.755642,-87.57643
1200.0,"837 East 86th Street, 837-843 E 86th St #15304230, Chicago, IL 60652",https://www.zillow.com/b/837-east-86th-street-chicago-il-CHdgHz/,837-843 E 86th St #15304230,60652,1.0,1.0,1 bds | 1 ba ,41.738842,-87.57759
1200.0,"2352 S Canal St #2R, Chicago, IL 60616",https://www.zillow.com/homedetails/2352-S-Canal-St-2R-Chicago-IL-60616/439312510_zpid/,2352 S Canal St #2R,60616,2.0,1.0,2 bds | 1 ba | 600 sqft,41.849335,-87.63873
1200.0,"Park View Marquette, 3000-3030 W Marquette Rd #2, Chicago, IL 60629",https://www.zillow.com/apartments/chicago-il/park-view-marquette/CgyGfK/,3000-3030 W Marquette Rd #2,60629,1.0,1.0,1 bds | 1 ba ,41.771904,-87.69836
1200.0,"153 E 110th St APT 2W, Chicago, IL 60628",https://www.zillow.com/homedetails/153-E-110th-St-APT-2W-Chicago-IL-60628/441978228_zpid/,153 E 110th St APT 2W,60628,1.0,1.0,1 bds | 1 ba | 650 sqft,41.694267,-87.61876
1200.0,"1045 E 73rd St #2, Chicago, IL 60619",https://www.zillow.com/homedetails/1045-E-73rd-St-2-Chicago-IL-60619/443088035_zpid/,1045 E 73rd St #2,60619,2.0,1.0,2 bds | 1 ba | 1100 sqft,41.762,-87.5989
1200.0,"Crandon Apartments - 1, 6930-42 S Crandon Ave #17533010, Chicago, IL 60649",https://www.zillow.com/b/crandon-apartments-1-chicago-il-CHfhCT/,6930-42 S Crandon Ave #17533010,60649,1.0,1.0,1 bds | 1 ba ,41.765114,-87.568924
1200.0,"10645 South May Street, 10645 S May St, Chicago, IL 60643",https://www.zillow.com/b/10645-south-may-street-chicago-il-9S4rvw/,10645 S May St #10793340,60643,2.0,1.0,2 bds | 1 ba | 1200 sqft,41.699978,-87.65026
1200.0,"East Rogers Park Units on Juneway!, 1408-10 W Juneway Ter #1410-1C, Chicago, IL 60626",https://www.zillow.com/b/1408-10-west-juneway-terrace-chicago-il-CYcyP3/,1408-10 W Juneway Ter #1410-1C,60626,1.0,1.0,1 bds | 1 ba ,42.022655,-87.66739
1200.0,"4829 N Springfield Ave, Chicago, IL 60625",https://zillow.com//b/4829-n-springfield-ave-chicago-il-CB4pmm/,4829 N  Springfield Ave # 2,60625,0.0,1.0,Studio ,41.96893,-87.72561
1200.0,"2637 W Cullerton St #1F, Chicago, IL 60608",https://www.zillow.com/homedetails/2637-W-Cullerton-St-1F-Chicago-IL-60608/446399178_zpid/,2637 W Cullerton St #1F,60608,2.0,1.0,2 bds | 1 ba ,41.85451,-87.69212
1200.0,"7041-47 S Constance Ave, Chicago, IL 60649",https://zillow.com//b/constance-chicago-il-CgLP4B/,7041-47 S  Constance Ave # 7043,60649,1.0,1.0,1 bds ,41.762917,-87.58052
1200.0,"719 W 76th St APT 1, Chicago, IL 60620",https://www.zillow.com/homedetails/719-W-76th-St-APT-1-Chicago-IL-60620/446772664_zpid/,719 W 76th St APT 1,60620,2.0,1.0,2 bds | 1 ba ,41.75611,-87.64271
1200.0,"1317 W Estes Ave, Chicago, IL 60626",https://zillow.com//b/1317-w-estes-ave-chicago-il-ChZ6ZW/,1317 W  Estes Ave # 13,60626,0.0,1.0,Studio ,42.01123,-87.66378
1200.0,"837-843 East 86th Street - 3B (E), 841 E 86th St, Chicago, IL 60619",https://www.zillow.com/b/837-843-east-86th-street-3b-(e)-chicago-il-9kM2MB/,841 E 86th St #3B,60619,1.0,1.0,1 bds | 1 ba ,41.73834,-87.60325
1200.0,"6527 S Kimbark Ave APT 1F, Chicago, IL 60637",https://www.zillow.com/homedetails/6527-S-Kimbark-Ave-APT-1F-Chicago-IL-60637/446902055_zpid/,6527 S Kimbark Ave APT 1F,60637,1.0,1.0,1 bds | 1 ba | 1200 sqft,41.776028,-87.59411
1200.0,"813 E Bowen Ave, Chicago, IL 60653",https://zillow.com//b/813-e-bowen-ave-chicago-il-9S5xdd/,813 E  Bowen Ave # 203,60653,1.0,1.0,1 bds ,41.81924,-87.60611
1200.0,"5625 S Kenneth Ave #G, Chicago, IL 60629",https://www.zillow.com/homedetails/5625-S-Kenneth-Ave-G-Chicago-IL-60629/447309316_zpid/,5625 S Kenneth Ave #G,60629,1.0,1.0,1 bds | 1 ba | 800 sqft,41.790512,-87.733765
1200.0,"IL10212 - 121W, 10212 S King Dr, Chicago, IL 60628",https://www.zillow.com/b/il10212-121w-chicago-il-9p6MTM/,10212 S King Dr #1W,60628,2.0,1.0,2 bds | 1 ba | 750 sqft,41.70865,-87.61417
1200.0,"1200 E Madison Park UNIT G, Chicago, IL 60615",https://www.zillow.com/homedetails/1200-E-Madison-Park-UNIT-G-Chicago-IL-60615/447462419_zpid/,1200 E Madison Park UNIT G,60615,0.0,1.0,Studio | 1 ba ,41.80335,-87.59632
1200.0,"1901 S Millard Ave #2N, Chicago, IL 60623",https://www.zillow.com/homedetails/1901-S-Millard-Ave-2N-Chicago-IL-60623/447466837_zpid/,1901 S Millard Ave #2N,60623,0.0,1.0,Studio | 1 ba | 540 sqft,41.85497,-87.71596
1200.0,"8120 S Drexel Ave #1E, Chicago, IL 60619",https://www.zillow.com/homedetails/8120-S-Drexel-Ave-1E-Chicago-IL-60619/447526710_zpid/,8120 S Drexel Ave #1E,60619,1.0,1.0,1 bds | 1 ba | 600 sqft,41.746937,-87.603165
1200.0,"2818 W 64th St, Chicago, IL 60629",https://zillow.com//b/2818-w-64th-st-chicago-il-B6GNjT/,2818 W  64th St # 2W,60629,1.0,1.0,1 bds ,41.77729,-87.6943
1200.0,"68 Crandon Apartments, 6849-75 S Crandon Ave #17696172, Chicago, IL 60649",https://www.zillow.com/b/68-crandon-apartments-chicago-il-BNRCtV/,6849-75 S Crandon Ave #17696172,60649,1.0,1.0,1 bds | 1 ba ,41.770126,-87.56943
1200.0,"9029 S Loomis St #1B, Chicago, IL 60620",https://www.zillow.com/homedetails/9029-S-Loomis-St-1B-Chicago-IL-60620/447956851_zpid/,9029 S Loomis St #1B,60620,1.0,1.0,1 bds | 1 ba | 1050 sqft,41.729492,-87.65764
1200.0,"12157 S Wallace St #2, Chicago, IL 60628",https://www.zillow.com/homedetails/12157-S-Wallace-St-2-Chicago-IL-60628/2053618369_zpid/,12157 S Wallace St #2,60628,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.672543,-87.63658
1200.0,"6156 S Monitor Ave #2, Chicago, IL 60638",https://www.zillow.com/homedetails/6156-S-Monitor-Ave-2-Chicago-IL-60638/2054413811_zpid/,6156 S Monitor Ave #2,60638,1.0,1.0,1 bds | 1 ba ,41.779934,-87.76826
1200.0,"7549 S Kenwood St, 7549 S Kenwood Ave #75533, Chicago, IL 60619",https://www.zillow.com/b/7549-s-kenwood-st-chicago-il-5XjXTs/,7549 S Kenwood Ave #75533,60619,1.0,1.0,1 bds | 1 ba ,41.757183,-87.59176
1200.0,"6638 S Greenwood Ave APT 2B, Chicago, IL 60637",https://www.zillow.com/homedetails/6638-S-Greenwood-Ave-APT-2B-Chicago-IL-60637/2059079315_zpid/,6638 S Greenwood Ave APT 2B,60637,1.0,1.0,1 bds | 1 ba ,41.77387,-87.60021
1200.0,"5842 W 62nd St #2, Chicago, IL 60638",https://www.zillow.com/homedetails/5842-W-62nd-St-2-Chicago-IL-60638/2060922565_zpid/,5842 W 62nd St #2,60638,1.0,1.0,1 bds | 1 ba | 750 sqft,41.779785,-87.768074
1200.0,"7801 S South Shore Dr, 7801 S South Shore Dr #425, Chicago, IL 60649",https://www.zillow.com/apartments/chicago-il/7801-s-south-shore-dr/5XjYxv/,7801 S South Shore Dr #425,60649,2.0,1.0,2 bds | 1 ba ,41.755245,-87.55108
1200.0,"7728 S Jeffery Blvd APT 2E, Chicago, IL 60649",https://www.zillow.com/homedetails/7728-S-Jeffery-Blvd-APT-2E-Chicago-IL-60649/2061640752_zpid/,7728 S Jeffery Blvd APT 2E,60649,1.0,1.0,1 bds | 1 ba ,41.75436,-87.57658
1200.0,"9427 S Ewing Ave #2F, Chicago, IL 60617",https://www.zillow.com/homedetails/9427-S-Ewing-Ave-2F-Chicago-IL-60617/2064162224_zpid/,9427 S Ewing Ave #2F,60617,1.0,1.0,1 bds | 1 ba ,41.724476,-87.5374
1200.0,"5226 W Parker Ave #2, Chicago, IL 60639",https://www.zillow.com/homedetails/5226-W-Parker-Ave-2-Chicago-IL-60639/2065404737_zpid/,5226 W Parker Ave #2,60639,2.0,1.0,2 bds | 1 ba | 1900 sqft,41.930748,-87.75754
1200.0,"2834 N Woodard St #1, Chicago, IL 60618",https://www.zillow.com/homedetails/2834-N-Woodard-St-1-Chicago-IL-60618/2065418152_zpid/,2834 N Woodard St #1,60618,0.0,1.0,Studio | 1 ba ,41.933273,-87.71205
1200.0,"3141 W School St #WG, Chicago, IL 60618",https://www.zillow.com/homedetails/3141-W-School-St-WG-Chicago-IL-60618/2067246292_zpid/,3141 W School St #WG,60618,0.0,1.0,Studio | 1 ba | 700 sqft,41.940907,-87.706856
1200.0,"6315 S Kolin Ave #G, Chicago, IL 60629",https://www.zillow.com/homedetails/6315-S-Kolin-Ave-G-Chicago-IL-60629/2070298974_zpid/,6315 S Kolin Ave #G,60629,2.0,1.0,2 bds | 1 ba | 725 sqft,41.77804,-87.730934
1200.0,"Spacious 2-Bedroom Apartment with Modern Amenities, 1742 W 81st St, Chicago, IL 60620",https://www.zillow.com/b/spacious-2-bedroom-apartment-with-modern-amenities-chicago-il-9mctdF/,1742 W 81st St #2,60620,2.0,1.0,2 bds | 1 ba | 691 sqft,41.7468,-87.66723
1200.0,"3819 W Monroe St REAR 3, Chicago, IL 60624",https://www.zillow.com/homedetails/3819-W-Monroe-St-REAR-3-Chicago-IL-60624/2079564319_zpid/,3819 W Monroe St REAR 3,60624,2.0,1.0,2 bds | 1 ba | 760 sqft,41.87955,-87.72155
1200.0,"8745 S Cottage Grove Ave APT 2E, Chicago, IL 60619",https://www.zillow.com/homedetails/8745-S-Cottage-Grove-Ave-APT-2E-Chicago-IL-60619/2081019724_zpid/,8745 S Cottage Grove Ave APT 2E,60619,2.0,1.0,2 bds | 1 ba ,41.73528,-87.60433
1200.0,"6830 N Sheridan Rd, Chicago, IL 60626",https://zillow.com//b/6826-n-sheridan-rd-chicago-il-DJBR/,6830 N  Sheridan Rd   Apt 262,60626,0.0,1.0,Studio ,42.00628,-87.661606
1200.0,"7222 S Harvard Ave #1, Chicago, IL 60621",https://www.zillow.com/homedetails/7222-S-Harvard-Ave-1-Chicago-IL-60621/2082057742_zpid/,7222 S Harvard Ave #1,60621,3.0,1.0,3 bds | 1 ba | 1200 sqft,41.7628,-87.63367
1200.0,"5316 S Dorchester Ave, Chicago, IL 60615",https://zillow.com//apartments/chicago-il/ivy-gayles/9hNFPM/,5316 S  Dorchester Ave  # 5316-222,60615,0.0,1.0,Studio ,41.798893,-87.59224
1200.0,"1118 E 67th St #2, Chicago, IL 60637",https://www.zillow.com/homedetails/1118-E-67th-St-2-Chicago-IL-60637/2083041761_zpid/,1118 E 67th St #2,60637,2.0,1.0,2 bds | 1 ba | 1050 sqft,41.773365,-87.59749
1200.0,"7924 S May St #1, Chicago, IL 60620",https://www.zillow.com/homedetails/7924-S-May-St-1-Chicago-IL-60620/2084648662_zpid/,7924 S May St #1,60620,2.0,1.0,2 bds | 1 ba | 975 sqft,41.74974,-87.652855
1200.0,"4648 W Belden St #1, Chicago, IL 60639",https://www.zillow.com/homedetails/4648-W-Belden-St-1-Chicago-IL-60639/2087753234_zpid/,4648 W Belden St #1,60639,1.0,1.0,1 bds | 1 ba ,41.922585,-87.74342
1200.0,"4416 S Spaulding Ave APT 203, Chicago, IL 60632",https://www.zillow.com/homedetails/4416-S-Spaulding-Ave-APT-203-Chicago-IL-60632/2090016173_zpid/,4416 S Spaulding Ave APT 203,60632,1.0,1.0,1 bds | 1 ba | 600 sqft,41.812866,-87.7067
1200.0,"7914 S South Shore Dr #3, Chicago, IL 60617",https://www.zillow.com/homedetails/7914-S-South-Shore-Dr-3-Chicago-IL-60617/2090016236_zpid/,7914 S South Shore Dr #3,60617,1.0,1.0,1 bds | 1 ba | 1000 sqft,41.751453,-87.54841
1200.0,"3225 W 111th St APT 204, Chicago, IL 60655",https://www.zillow.com/homedetails/3225-W-111th-St-APT-204-Chicago-IL-60655/2091070244_zpid/,3225 W 111th St APT 204,60655,1.0,1.0,1 bds | 1 ba | 650 sqft,41.691254,-87.701775
1200.0,"5202 W Henderson St, Chicago, IL 60641",https://www.zillow.com/homedetails/5202-W-Henderson-St-Chicago-IL-60641/2099920987_zpid/,5202 W Henderson St,60641,1.0,1.0,1 bds | 1 ba | 560 sqft,41.94157,-87.757
1200.0,"1639 W 77th St #2, Chicago, IL 60620",https://www.zillow.com/homedetails/1639-W-77th-St-2-Chicago-IL-60620/2101448518_zpid/,1639 W 77th St #2,60620,2.0,1.0,2 bds | 1 ba ,41.753807,-87.66516
1200.0,"7201 S Constance Ave APT 1, Chicago, IL 60649",https://www.zillow.com/homedetails/7201-S-Constance-Ave-APT-1-Chicago-IL-60649/2110107778_zpid/,7201 S Constance Ave APT 1,60649,1.0,1.0,1 bds | 1 ba | 700 sqft,41.764072,-87.580185
1200.0,"7553 S Evans Ave, Chicago, IL 60619",https://zillow.com//b/evans-7553-s-chicago-il-9RzXr2/,7553 S  Evans Ave Apt 1,60619,0.0,1.0,Studio ,41.757015,-87.60624
1200.0,"6001 S Michigan Ave, Chicago, IL 60637",https://zillow.com//b/6001-s.-michigan-llc-chicago-il-CjfHzQ/,6001 S  Michigan Ave # 1033C16B,60637,2.0,1.0,2 bds ,41.78527,-87.62173
1200.0,"9116 S South Chicago Ave #1, Chicago, IL 60617",https://www.zillow.com/homedetails/9116-S-South-Chicago-Ave-1-Chicago-IL-60617/2065542106_zpid/,9116 S South Chicago Ave #1,60617,2.0,1.0,2 bds | 1 ba ,41.72945,-87.55555
1200.0,"11207 S King Dr W #3, Chicago, IL 60628",https://www.zillow.com/homedetails/11207-S-King-Dr-W-3-Chicago-IL-60628/2067873182_zpid/,11207 S King Dr W #3,60628,2.0,1.0,2 bds | 1 ba ,41.69078,-87.613335
1200.0,"3826 W Van Buren St #2, Chicago, IL 60624",https://www.zillow.com/homedetails/3826-W-Van-Buren-St-2-Chicago-IL-60624/2085651645_zpid/,3826 W Van Buren St #2,60624,3.0,1.0,3 bds | 1 ba ,41.875576,-87.72176
1200.0,"3945 W Polk St #2, Chicago, IL 60624",https://www.zillow.com/homedetails/3945-W-Polk-St-2-Chicago-IL-60624/2085651657_zpid/,3945 W Polk St #2,60624,3.0,1.0,3 bds | 1 ba ,41.87047,-87.7246
1200.0,"1527 S Kolin Ave #2, Chicago, IL 60623",https://www.zillow.com/homedetails/1527-S-Kolin-Ave-2-Chicago-IL-60623/2100890834_zpid/,1527 S Kolin Ave #2,60623,3.0,2.0,3 bds | 2 ba ,41.859783,-87.73319
1200.0,"1543 S Spaulding Ave APT 3, Chicago, IL 60623",https://www.zillow.com/homedetails/1543-S-Spaulding-Ave-APT-3-Chicago-IL-60623/2104747639_zpid/,1543 S Spaulding Ave APT 3,60623,3.0,2.0,3 bds | 2 ba ,41.859604,-87.70756
1200.0,"924 N Hamlin Ave #3, Chicago, IL 60651",https://www.zillow.com/homedetails/924-N-Hamlin-Ave-3-Chicago-IL-60651/2109037734_zpid/,924 N Hamlin Ave #3,60651,3.0,1.0,3 bds | 1 ba ,41.897976,-87.72163
1200.0,"374 N Avers Ave #2, Chicago, IL 60624",https://www.zillow.com/homedetails/374-N-Avers-Ave-2-Chicago-IL-60624/2119217737_zpid/,374 N Avers Ave #2,60624,3.0,1.0,3 bds | 1 ba | 175 sqft,41.887447,-87.72289
1210.0,"5110 S Kenwood Ave, Chicago, IL 60615",https://zillow.com//apartments/chicago-il/ivy-at-shelbryne/9RymBC/,5110 S  Kenwood Ave  # 5110-504,60615,0.0,1.0,Studio ,41.802036,-87.593864
1215.0,"1249 S Fairfield Ave, 1249 S Fairfield Ave #1251-3F, Chicago, IL 60608",https://www.zillow.com/apartments/chicago-il/1249-s-fairfield-ave/5XcTn2/,1249 S Fairfield Ave #1251-3F,60608,3.0,1.0,3 bds | 1 ba | 830 sqft,41.865047,-87.694244
1215.0,"4815-23 W Cortez St, 4815 W Cortez St APT 2A, Chicago, IL 60651",https://www.zillow.com/apartments/chicago-il/4815-23-w-cortez-st/5XdrhR/,4815 W Cortez St APT 2A,60651,2.0,1.0,2 bds | 1 ba | 725 sqft,41.899323,-87.746735
1220.0,"7945 S South Shore Dr #2S, Chicago, IL 60617",https://www.zillow.com/homedetails/7945-S-South-Shore-Dr-2S-Chicago-IL-60617/361369630_zpid/,7945 S South Shore Dr #2S,60617,2.0,1.0,2 bds | 1 ba | 1000 sqft,41.750675,-87.54769
1220.0,"500 W Fullerton Ave, Chicago, IL 60614",https://zillow.com//apartments/chicago-il/500-w.-fullerton-parkway/9WNJQM/,500 W  Fullerton Ave  Apt 105,60614,0.0,1.0,Studio ,41.925926,-87.64181
1220.0,"727 W Briar Pl, Chicago, IL 60657",https://zillow.com//apartments/chicago-il/727-29-1-2-w.-briar-pl.-715-27-w.-california-terrace/Dfp5/,727 W  Briar Pl   # E2,60657,0.0,1.0,Studio ,41.93892,-87.647896
1220.0,"1433-45 W. Lunt Ave., 1433-45 W Lunt Ave #1437-2S, Chicago, IL 60626",https://www.zillow.com/apartments/chicago-il/1433-45-w.-lunt-ave./Chy3kf/,1433-45 W Lunt Ave #1437-2S,60626,1.0,1.0,1 bds | 1 ba | 603 sqft,42.00875,-87.66739
1225.0,"420 W Melrose St, Chicago, IL 60657",https://zillow.com//apartments/chicago-il/420-w.-melrose-st./5XfYcG/,420 W  Melrose St   Apt 410,60657,0.0,1.0,Studio ,41.94147,-87.640495
1225.0,"5013 N Wolcott Ave #306, Chicago, IL 60640",https://www.zillow.com/homedetails/5013-N-Wolcott-Ave-306-Chicago-IL-60640/443323884_zpid/,5013 N Wolcott Ave #306,60640,0.0,1.0,Studio | 1 ba | 370 sqft,41.972908,-87.67589
1225.0,"11 W. Division, 11 W Division St, Chicago, IL 60610",https://www.zillow.com/apartments/chicago-il/11-w.-division/5XfXks/,11 W Division St #4A93244DB,60610,0.0,1.0,Studio | 1 ba ,41.90382,-87.629196
1225.0,"4631 North Paulina, 4631 N Paulina St, Chicago, IL 60640",https://www.zillow.com/apartments/chicago-il/4631-north-paulina/5Xgsd3/,4631 N Paulina St #9410388B3,60640,0.0,1.0,Studio | 1 ba ,41.96623,-87.670525
1225.0,"739 W Belmont Ave, Chicago, IL 60657",https://zillow.com//apartments/chicago-il/739-west-belmont-avenue/D9kj/,739 W  Belmont Ave  # 7d8881c68,60657,0.0,1.0,Studio ,41.93974,-87.64851
1225.0,"3402 W Berteau Ave, Chicago, IL 60618",https://zillow.com//apartments/chicago-il/3402-08-w-berteau-4202-06-n-kimball/5XjRRn/,3402 W  Berteau Ave Unit G,60618,1.0,1.0,1 bds ,41.957626,-87.713234
1225.0,"7301 N Sheridan Rd, Chicago, IL 60626",https://zillow.com//apartments/chicago-il/7301-n.-sheridan/5XfMdM/,7301 N  Sheridan Rd   # 207,60626,1.0,1.0,1 bds ,42.01417,-87.663704
1225.0,"7033 S King Dr, Chicago, IL 60637",https://www.zillow.com/homedetails/7033-S-King-Dr-Chicago-IL-60637/2094378638_zpid/,7033 S King Dr,60637,2.0,1.0,2 bds | 1 ba ,41.766525,-87.61493
1225.0,"302-477 W Deming Pl, Chicago, IL 60614",https://www.zillow.com/homedetails/302-477-W-Deming-Pl-Chicago-IL-60614/344791821_zpid/,302-477 W Deming Pl,60614,0.0,1.0,Studio | 1 ba ,41.92906,-87.640724
