ID,Station Name,Short Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
1754781885939323186,Stony Island Ave & 63rd St,653B,11,11,In Service,41.780506,-87.586853,POINT (-87.586853 41.780506)
1934288340856818638,Kostner Ave & Devon Ave,24155,15,15,In Service,41.997032,-87.73837,POINT (-87.73837 41.997032)
2020809814916515864,Menard Ave & Milwaukee Ave,24478,16,16,In Service,41.98139,-87.77331,POINT (-87.77331 41.98139)
1991870527990319406,Wentworth Ave & 107th St,24419,16,16,In Service,41.69989,-87.62785,POINT (-87.62785 41.69989)
1952605912741636714,Cicero Ave & Wellington Ave,24174,15,15,In Service,41.93515,-87.74636,POINT (-87.74636 41.93515)
a3a80a1e-a135-11e9-9cda-0a87ae2ba916,Clark St & Drummond Pl,TA1307000142,23,23,In Service,41.931248,-87.644336,POINT (-87.644336 41.931248)
1945194351261708978,Lavergne Ave & 44th St,24252,15,15,In Service,41.81311,-87.74869,POINT (-87.74869 41.81311)
a3a3a282-a135-11e9-9cda-0a87ae2ba916,Wilton Ave & Diversey Pkwy,TA1306000014,35,35,In Service,41.932418,-87.652705,POINT (-87.652705 41.932418)
a3b1d532-a135-11e9-9cda-0a87ae2ba916,Austin Blvd & Madison St,16918,11,11,In Service,41.880281,-87.774453,POINT (-87.774453 41.880281)
a3a62fc9-a135-11e9-9cda-0a87ae2ba916,Indiana Ave & 26th St,TA1307000005,15,15,In Service,41.845687,-87.622481,POINT (-87.622481 41.845687)
1871991855517771832,Western Ave & 79th St,23131,15,15,In Service,41.750843,-87.682701,POINT (-87.682701 41.750843)
2009656815059331280,Vincennes Ave & 107th St,24427,12,12,In Service,41.69922,-87.65869,POINT (-87.65869 41.69922)
a3af5d1c-a135-11e9-9cda-0a87ae2ba916,Western Ave & Lunt Ave,RP-005,15,15,In Service,42.0085943972,-87.6904922389,POINT (-87.6904922389 42.0085943972)
a3b26acf-a135-11e9-9cda-0a87ae2ba916,State St & 79th St,573,11,11,In Service,41.750794,-87.624424,POINT (-87.624424 41.750794)
a3a3c174-a135-11e9-9cda-0a87ae2ba916,Throop St & Taylor St,13139,15,15,In Service,41.868968,-87.659141,POINT (-87.659141 41.868968)
a3aa017e-a135-11e9-9cda-0a87ae2ba916,Southport Ave & Clark St,TA1308000047,11,11,In Service,41.957081,-87.664199,POINT (-87.664199 41.957081)
a3a5d8db-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Division St,13136,19,19,In Service,41.903266,-87.678435,POINT (-87.678435 41.903266)
a3b38c3f-a135-11e9-9cda-0a87ae2ba916,Kildare Ave & Montrose Ave,KA1706005015,15,15,In Service,41.96108,-87.73569,POINT (-87.73569 41.96108)
a3a7258b-a135-11e9-9cda-0a87ae2ba916,Mies van der Rohe Way & Chicago Ave,13338,15,15,In Service,41.8969446264,-87.6217576861,POINT (-87.621757686138 41.896944626371)
a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,Paulina St & Howard St,515,19,19,In Service,42.019159,-87.673573,POINT (-87.673573 42.019159)
a3a83181-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Melrose Ave,13143,15,15,In Service,41.9406,-87.6785,POINT (-87.6785 41.9406)
a3a41526-a135-11e9-9cda-0a87ae2ba916,Streeter Dr & Grand Ave,13022,43,43,In Service,41.892278,-87.612043,POINT (-87.612043 41.892278)
1928792940289520096,Lavergne Ave & Division St,21304,15,15,In Service,41.9021077,-87.7508698,POINT (-87.7508698 41.9021077)
a3b477ac-a135-11e9-9cda-0a87ae2ba916,Hoyne Ave & Balmoral Ave,655,15,15,In Service,41.979851,-87.681932,POINT (-87.681932 41.979851)
1958859390231356014,Tripp Ave & 15th St,21363,15,15,In Service,41.86077,-87.73136,POINT (-87.73136 41.86077)
a3a7d279-a135-11e9-9cda-0a87ae2ba916,Normal Ave & Archer Ave,TA1308000014,11,11,In Service,41.849527,-87.640591,POINT (-87.640591 41.849527)
a3ad7636-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 56th St,KA1503000073,11,11,In Service,41.7934294566,-87.6158532619,POINT (-87.6158532619 41.79342945658)
a3aff10c-a135-11e9-9cda-0a87ae2ba916,Avers Ave & Belmont Ave,15640,11,11,In Service,41.939408,-87.723574,POINT (-87.723574 41.939408)
a3b2f15e-a135-11e9-9cda-0a87ae2ba916,Valli Produce - Evanston Plaza,599,15,15,In Service,42.039742,-87.699413,POINT (-87.699413 42.039742)
a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,Morgan St & 18th St,13163,15,15,In Service,41.858086,-87.651073,POINT (-87.651073 41.858086)
1563698684026425330,Central Ave & Parker Ave,,9,9,In Service,41.9301785,-87.7661217,POINT (-87.7661217 41.9301785)
1436495122378528446,N Paulina St & Lincoln Ave,,6,6,In Service,41.943838,-87.671469,POINT (-87.671469 41.943838)
1594046465420805300,Western Ave & Ardmore Ave,,9,9,In Service,41.9867636,-87.6898796,POINT (-87.6898796 41.9867636)
1869036027793202092,Lavergne Ave & Fullerton Ave,21356,15,15,In Service,41.924034,-87.751191,POINT (-87.751191 41.924034)
a3b0b801-a135-11e9-9cda-0a87ae2ba916,Spaulding Ave & Division St,15654,11,11,In Service,41.9027065944,-87.709219571,POINT (-87.709219571 41.90270659438)
1936560699993133354,Artesian Ave & 55th St,21345,15,15,In Service,41.79402,-87.68577,POINT (-87.68577 41.79402)
1942539875938640858,Harlem Ave & Bloomingdale Ave,21377,15,15,In Service,41.91203,-87.80577,POINT (-87.80577 41.91203)
1945195755748241796,Homan Ave & 77th St,24135,15,15,In Service,41.75374,-87.70751,POINT (-87.70751 41.75374)
a3b2956a-a135-11e9-9cda-0a87ae2ba916,Commercial Ave & 83rd St,TA1309000051,11,11,In Service,41.744615,-87.551208,POINT (-87.551208 41.744615)
a3b123c5-a135-11e9-9cda-0a87ae2ba916,Central Park Blvd & 5th Ave,16907,11,11,In Service,41.875679,-87.71547,POINT (-87.71547 41.875679)
a3aacf29-a135-11e9-9cda-0a87ae2ba916,Halsted St & Clybourn Ave,331,27,27,In Service,41.909668,-87.648128,POINT (-87.648128 41.909668)
a3b4399a-a135-11e9-9cda-0a87ae2ba916,Smith Park,643,15,15,In Service,41.892048,-87.689397,POINT (-87.689397 41.892048)
1571105055115583496,Long & Irving Park,,9,9,In Service,41.953038,-87.7621632,POINT (-87.7621632 41.953038)
1859717767703464460,Kedzie Ave & Redfield Dr,23139,15,15,In Service,41.76523,-87.70316,POINT (-87.70316 41.76523)
1933956482619414962,Kildare Ave & 26th St,21365,15,15,In Service,41.8442315,-87.7321534,POINT (-87.7321534 41.8442315)
a3b4afb6-a135-11e9-9cda-0a87ae2ba916,Cherry Ave & Blackhawk St,18069,15,15,In Service,41.907221,-87.655618,POINT (-87.655618 41.907221)
a3aa0699-a135-11e9-9cda-0a87ae2ba916,Broadway & Wilson Ave,13074,23,23,In Service,41.965221,-87.658139,POINT (-87.658139 41.965221)
a3ad1e12-a135-11e9-9cda-0a87ae2ba916,Wentworth Ave & 33rd St,15445,15,15,In Service,41.8345298856,-87.6318229814,POINT (-87.6318229814 41.83452988563)
a3ad5764-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 51st St,15470,11,11,In Service,41.8022946509,-87.6180535802,POINT (-87.6180535802 41.80229465088)
a3ac30c5-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 51st St,TA1309000067,15,15,In Service,41.803038,-87.606615,POINT (-87.606615 41.803038)
a3ade2c3-a135-11e9-9cda-0a87ae2ba916,California Ave & 23rd Pl,15689,11,11,In Service,41.8491096918,-87.6951398068,POINT (-87.6951398068 41.84910969176)
1575949519568499430,Augusta Blvd & Laramie Ave,,9,9,In Service,41.8986607,-87.7554551,POINT (-87.7554551 41.8986607)
1936553212713581016,Kedzie Ave & 52nd St,21384,15,15,In Service,41.79906,-87.70342,POINT (-87.70342 41.79906)
a3af8b51-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & Leland Ave,KA1504000126,15,15,In Service,41.966686362,-87.7080519806,POINT (-87.7080519806 41.96668636205)
a3b0fff9-a135-11e9-9cda-0a87ae2ba916,Oakley Ave & Touhy Ave,RP-004,11,11,In Service,42.012342,-87.688243,POINT (-87.688243 42.012342)
1962566135789175644,Harlem Ave & Grace St,21325,15,15,In Service,41.94894,-87.80683,POINT (-87.80683 41.94894)
2007796988006173238,Melvina Ave & Giddings Ave,24368,16,16,In Service,41.96648,-87.78202,POINT (-87.78202 41.96648)
a3a5c96f-a135-11e9-9cda-0a87ae2ba916,Lincoln Ave & Fullerton Ave,TA1309000058,15,15,In Service,41.9241610291,-87.6463803649,POINT (-87.646380364895 41.924161029068)
1936566008041245278,Sacramento Ave & Lunt Ave,24149,11,11,In Service,42.0082,-87.70461,POINT (-87.70461 42.0082)
a3a6e359-a135-11e9-9cda-0a87ae2ba916,Campbell Ave & North Ave,13257,15,15,In Service,41.910535,-87.689556,POINT (-87.689556 41.910535)
a3a7c341-a135-11e9-9cda-0a87ae2ba916,Halsted St & Archer Ave,TA1308000013,15,15,In Service,41.847203,-87.646795,POINT (-87.646795 41.847203)
1934289745311123692,Pulaski Rd & 51st St,21343,15,15,In Service,41.800434,-87.7247496,POINT (-87.7247496 41.800434)
2009300113903569554,St Louis Ave & 51st St,24261,16,16,In Service,41.80095,-87.71104,POINT (-87.71104 41.80095)
a3a639f5-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 33rd St,13217,11,11,In Service,41.8349,-87.61793,POINT (-87.61793 41.8349)
1934289130932983934,Hoyne Ave & 34th St,21337,15,15,In Service,41.8320245,-87.6778387,POINT (-87.6778387 41.8320245)
a3a6ce53-a135-11e9-9cda-0a87ae2ba916,Clark St & Wellington Ave,TA1307000136,15,15,In Service,41.9364968219,-87.6475386582,POINT (-87.6475386582 41.9364968219)
a3a565b1-a135-11e9-9cda-0a87ae2ba916,Halsted St & Polk St,TA1307000121,19,19,In Service,41.87184,-87.64664,POINT (-87.64664 41.87184)
1866476559603607834,Streeter Dr/Grand Ave,PI00002,4,4,In Service,41.892401,-87.612388,POINT (-87.612388 41.892401)
a3acbc0b-a135-11e9-9cda-0a87ae2ba916,Western Ave & Congress Pkwy,15668,19,19,In Service,41.8747488508,-87.6864452757,POINT (-87.6864452757 41.87474885079)
a3ac7978-a135-11e9-9cda-0a87ae2ba916,Loomis St & Archer Ave,KA1503000040,11,11,In Service,41.8416325396,-87.6574349533,POINT (-87.6574349533 41.84163253965)
d6456ded-180b-4d6e-b020-3aa80bce5c2c,Summit Ave & 86th St,20101,15,15,In Service,41.7378484767,-87.6448997855,POINT (-87.644899785519 41.737848476733)
a3adb9a3-a135-11e9-9cda-0a87ae2ba916,Ogden Ave & Roosevelt Rd,KA1504000101,19,19,In Service,41.8665014832,-87.68469707,POINT (-87.68469707 41.86650148316)
1958859209051740602,California Ave & Madison St,24212,15,15,In Service,41.88098,-87.69598,POINT (-87.69598 41.88098)
1975534406854476324,Baltimore Ave & 133rd St,24407,16,16,In Service,41.65349,-87.54703,POINT (-87.54703 41.65349)
a3b24701-a135-11e9-9cda-0a87ae2ba916,Damen Ave & 74th St,16951,11,11,In Service,41.7592740393,-87.6736342907,POINT (-87.673634290695 41.759274039331)
1981474194261928388,Newcastle Ave & Irving Park Rd,24335,16,16,In Service,41.95256,-87.79755,POINT (-87.79755 41.95256)
1945087711550943880,Narragansett Ave & Wrightwood Ave,21314,15,15,In Service,41.92729,-87.78523,POINT (-87.78523 41.92729)
1981488728284770592,Nagle Ave & Belmont Ave,24324,16,16,In Service,41.93852,-87.78735,POINT (-87.78735 41.93852)
a3a4f46b-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Oak St,13042,23,23,In Service,41.90096039,-87.62377664,POINT (-87.62377664 41.90096039)
b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,Western Ave & 111th St,20205,23,23,In Service,41.691211035,-87.6812973619,POINT (-87.681297361851 41.691211034981)
1861997616150114834,Kenosha Ave & Wellington Ave,21361,15,15,In Service,41.934457,-87.733795,POINT (-87.733795 41.934457)
0eeb6baf-c653-4a1a-af17-99f686116b89,Lawndale Ave & 111th St,20203,15,15,In Service,41.6913191922,-87.7128857374,POINT (-87.712885737419 41.691319192211)
a3afbe2e-a135-11e9-9cda-0a87ae2ba916,Oakley Ave & Irving Park Rd,KA1504000158,15,15,In Service,41.9543408522,-87.6860796243,POINT (-87.6860796243 41.95434085219)
a3a9d00a-a135-11e9-9cda-0a87ae2ba916,LaSalle St & Jackson Blvd,TA1309000004,35,35,In Service,41.878166,-87.631929,POINT (-87.631929 41.878166)
a3a96fd5-a135-11e9-9cda-0a87ae2ba916,Rhodes Ave & 32nd St,13215,11,11,In Service,41.836208,-87.613533,POINT (-87.613533 41.836208)
a3acacbc-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & Lake St,KA1504000106,15,15,In Service,41.884603285,-87.7063037436,POINT (-87.7063037436 41.88460328501)
90011328-f7bd-4b7b-8f95-8204a0b50f27,Wells St & Institute Pl,22001,11,11,In Service,41.8973798607,-87.6344203949,POINT (-87.634420394897 41.897379860723)
4c57c316-82a8-4b9d-a16c-ae7922a2057a,Wentworth Ave & 104th St,20130,15,15,In Service,41.705307997,-87.6292169094,POINT (-87.629216909409 41.705307996998)
a3ad2d57-a135-11e9-9cda-0a87ae2ba916,State St & Pershing Rd,15449,11,11,In Service,41.823015238,-87.6265680185,POINT (-87.6265680185 41.82301523798)
1945195957167804800,Knox Ave & Marquette Ave,24146,15,15,In Service,41.77114,-87.73774,POINT (-87.73774 41.77114)
a3ad3d08-a135-11e9-9cda-0a87ae2ba916,Prairie Ave & 43rd St,KA1503000027,15,15,In Service,41.816658893,-87.6194124619,POINT (-87.6194124619 41.81665889302)
a3a6e866-a135-11e9-9cda-0a87ae2ba916,Rush St & Superior St,15530,23,23,In Service,41.8957647456,-87.6259080327,POINT (-87.6259080327 41.89576474564)
1992234898774407528,Pulaski Rd & 60th Pl,24283,16,16,In Service,41.78315,-87.72257,POINT (-87.72257 41.78315)
1991481183241069158,Michigan Ave & 113th St,24415,16,16,In Service,41.68905,-87.62079,POINT (-87.62079 41.68905)
a3a50991-a135-11e9-9cda-0a87ae2ba916,Financial Pl & Ida B Wells Dr,SL-010,31,31,In Service,41.875023628,-87.6330940425,POINT (-87.63309404254 41.875023628033)
1929968520492991056,Central Park Ave & Ardmore Ave,24157,15,15,In Service,41.9866081,-87.7187674,POINT (-87.7187674 41.9866081)
1958859639339458778,Wood St & 33rd St,24237,15,15,In Service,41.83427,-87.6706,POINT (-87.6706 41.83427)
a3a5700b-a135-11e9-9cda-0a87ae2ba916,Dearborn St & Erie St,13045,27,27,In Service,41.893992,-87.629318,POINT (-87.629318 41.893992)
a3b029be-a135-11e9-9cda-0a87ae2ba916,Humboldt Blvd & Armitage Ave,15651,19,19,In Service,41.917513394,-87.7018089555,POINT (-87.7018089555 41.91751339399)
1929883678185797908,Lockwood Ave & Grand Ave,23187,15,15,In Service,41.9175941,-87.7584143,POINT (-87.7584143 41.9175941)
a3a9ecff-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Armitage Ave,TA1309000006,15,15,In Service,41.918084,-87.643749,POINT (-87.643749 41.918084)
792ceba0-564f-4a2c-bcb5-90da781ffeef,State St & 95th St,20104,15,15,In Service,41.7218499,-87.6228544,POINT (-87.6228544 41.7218499)
2021144707271657584,Western Ave & 101st St,24454,16,16,In Service,41.71011,-87.68198,POINT (-87.68198 41.71011)
a3ac4024-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Greenleaf Ave,KA1504000159,15,15,In Service,42.0105865628,-87.6624120948,POINT (-87.6624120948 42.01058656284)
1936560522747919086,Rockwell St & 57th St,21386,15,15,In Service,41.79031,-87.68888,POINT (-87.68888 41.79031)
a3a405a1-a135-11e9-9cda-0a87ae2ba916,Racine Ave & Congress Pkwy,TA1306000025,19,19,In Service,41.87464,-87.65703,POINT (-87.65703 41.87464)
a3b1ff34-a135-11e9-9cda-0a87ae2ba916,Ashland Ave & McDowell Ave,16937,11,11,In Service,41.809719,-87.663477,POINT (-87.663477 41.809719)
1932441844638063332,Harding Ave & 26th St,21332,15,15,In Service,41.844218,-87.723347,POINT (-87.723347 41.844218)
1958860132283810038,Kilbourn Ave & 49th St,24258,11,11,In Service,41.80385,-87.73566,POINT (-87.73566 41.80385)
a3a42574-a135-11e9-9cda-0a87ae2ba916,Clark St & Lake St,KA1503000012,35,35,In Service,41.8860208277,-87.6308760584,POINT (-87.6308760584 41.88602082773)
a3b372b1-a135-11e9-9cda-0a87ae2ba916,Dearborn St & Van Buren St,624,15,15,In Service,41.876268,-87.629155,POINT (-87.629155 41.876268)
a3a75d8a-a135-11e9-9cda-0a87ae2ba916,State St & 35th St,TA1307000129,15,15,In Service,41.831036314,-87.6267975569,POINT (-87.626797556877 41.831036314016)
a3b11993-a135-11e9-9cda-0a87ae2ba916,Central Ave & Lake St,16905,11,11,In Service,41.887664,-87.765469,POINT (-87.765469 41.887664)
1963672425916463636,Kildare Ave & Archer Ave,24285,15,15,In Service,41.80034,-87.73079,POINT (-87.73079 41.80034)
1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,Yates Blvd & 93rd St,20237,15,15,In Service,41.7261663902,-87.5662761927,POINT (-87.566276192665 41.726166390245)
a3a7faf7-a135-11e9-9cda-0a87ae2ba916,Elizabeth St & Fulton St,13197,15,15,In Service,41.886827,-87.658937,POINT (-87.658937 41.886827)
a3affb22-a135-11e9-9cda-0a87ae2ba916,California Ave & Fletcher St,15642,19,19,In Service,41.9384287915,-87.698007756,POINT (-87.698007756 41.93842879148)
1984470891045347604,Lawndale Ave & 59th St,24279,16,16,In Service,41.78638,-87.7157,POINT (-87.7157 41.78638)
1955505344233296752,Hamilton Park,24347,15,15,In Service,41.76252,-87.63734,POINT (-87.63734 41.76252)
a3a3e158-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Pearson St,13034,23,23,In Service,41.89766,-87.62351,POINT (-87.62351 41.89766)
a3a61a0b-a135-11e9-9cda-0a87ae2ba916,Sedgwick St & Webster Ave,13191,15,15,In Service,41.922167,-87.638888,POINT (-87.638888 41.922167)
1867616662773391950,Karlov Ave & Armitage Ave,23190,15,15,In Service,41.91748,-87.728952,POINT (-87.728952 41.91748)
a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,Morgan St & Pershing Rd,16933,7,7,In Service,41.823613,-87.650931,POINT (-87.650931 41.823613)
1850868044363584392,University Ave & 59th St,22003,15,15,In Service,41.787878,-87.598906,POINT (-87.598906 41.787878)
a3b2be3a-a135-11e9-9cda-0a87ae2ba916,Milwaukee Ave & Cuyler Ave,16991,11,11,In Service,41.954468,-87.749594,POINT (-87.749594 41.954468)
a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & 87th St,595,11,11,In Service,41.7365530183,-87.6226441562,POINT (-87.622644156218 41.73655301832)
4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,Oglesby Ave & 100th St,20226,15,15,In Service,41.7133974844,-87.5658416748,POINT (-87.565841674805 41.713397484422)
a3b01578-a135-11e9-9cda-0a87ae2ba916,St. Louis Ave & Fullerton Ave,KA1504000090,19,19,In Service,41.9248155968,-87.7144950628,POINT (-87.714495062828 41.924815596812)
a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Menomonee St,TA1306000007,15,15,In Service,41.91468,-87.64332,POINT (-87.64332 41.91468)
1929967657204564894,Kedvale Ave & Peterson Ave,24159,15,15,In Service,41.9900762,-87.7317073,POINT (-87.7317073 41.9900762)
1943240055911940522,Damen Ave & 77th St,24132,15,15,In Service,41.7542030568,-87.6732245,POINT (-87.6732245 41.754203056763)
a3aae870-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 47th St,TA1309000053,15,15,In Service,41.809855,-87.606755,POINT (-87.606755 41.809855)
3d1da4c7-23c9-4731-81f5-91db08f6c97f,Constance Ave & 95th St,20228,15,15,In Service,41.722290741,-87.5789684057,POINT (-87.578968405724 41.722290740953)
a3a739e4-a135-11e9-9cda-0a87ae2ba916,Theater on the Lake,TA1308000001,31,31,In Service,41.926277,-87.630834,POINT (-87.630834 41.926277)
2030108974061988752,Cumberland Ave & Catherine Ave,24467,16,16,In Service,41.97732,-87.83674,POINT (-87.83674 41.97732)
a3a38363-a135-11e9-9cda-0a87ae2ba916,Dusable Harbor,KA1503000064,39,39,In Service,41.886976,-87.612813,POINT (-87.612813 41.886976)
1961472602929588766,Long Ave & Diversey Ave,24326,15,15,In Service,41.93104,-87.76124,POINT (-87.76124 41.93104)
1975534535703495210,Ewing Ave & 106th St,24402,16,16,In Service,41.70266,-87.53564,POINT (-87.53564 41.70266)
a3a6054c-a135-11e9-9cda-0a87ae2ba916,Clybourn Ave & Division St,TA1307000115,15,15,In Service,41.904613,-87.640552,POINT (-87.640552 41.904613)
a3aa35a4-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Wrightwood Ave,TA1309000023,31,31,In Service,41.928712,-87.653833,POINT (-87.653833 41.928712)
1965903932548317228,Burley Ave & 91st St,24395,15,15,In Service,41.73054,-87.54558,POINT (-87.54558 41.73054)
a3aab5c1-a135-11e9-9cda-0a87ae2ba916,Clark St & Leland Ave,TA1309000014,19,19,In Service,41.9670878392,-87.6672908664,POINT (-87.667290866375 41.967087839184)
a3a95b7a-a135-11e9-9cda-0a87ae2ba916,California Ave & Francis Pl,13259,15,15,In Service,41.9184911537,-87.6974228024,POINT (-87.697422802448 41.918491153687)
ff21c158-de98-46c6-9ef7-7082bdb7c634,Hegewisch Metra Station,20215,15,15,In Service,41.6485007627,-87.5460898876,POINT (-87.546089887619 41.648500762664)
a3ac88db-a135-11e9-9cda-0a87ae2ba916,Wood St & 35th St,KA1503000066,11,11,In Service,41.8301046542,-87.6702983089,POINT (-87.6702983089 41.83010465416)
a3b02ef1-a135-11e9-9cda-0a87ae2ba916,Central Park Ave & North Ave,15652,15,15,In Service,41.9096568756,-87.7166319516,POINT (-87.7166319516 41.90965687563)
10327d47-3c3a-433e-9e38-80638da64232,Indiana Ave & 103rd St,20112,15,15,In Service,41.7071702712,-87.6184719801,POINT (-87.618471980095 41.707170271178)
1955583912707186772,Rockwell St & Archer Ave,21379,15,15,In Service,41.82272,-87.68982,POINT (-87.68982 41.82272)
a3acc649-a135-11e9-9cda-0a87ae2ba916,Halsted St & 51st St,KA1503000010,11,11,In Service,41.8018316405,-87.645213904,POINT (-87.645213904 41.80183164049)
34dc92b5-7cb7-4536-856b-46644d31b48c,State St & 123rd St,20210,15,15,In Service,41.6706438369,-87.6225864887,POINT (-87.622586488724 41.67064383688)
a3a3bc53-a135-11e9-9cda-0a87ae2ba916,Wacker Dr & Washington St,KA1503000072,15,15,In Service,41.8831433644,-87.6372420788,POINT (-87.637242078781 41.88314336439)
ee925757-31ce-41ad-9bb7-73b1bb363616,Bradley Park,20227,11,11,In Service,41.7178783019,-87.5645917654,POINT (-87.564591765404 41.717878301935)
a3a9b6e9-a135-11e9-9cda-0a87ae2ba916,Wallace St & 35th St,TA1308000045,15,15,In Service,41.8307070514,-87.641255334,POINT (-87.64125533402 41.830707051441)
a3acf4eb-a135-11e9-9cda-0a87ae2ba916,Jeffery Blvd & 76th St,KA1503000028,11,11,In Service,41.757120068,-87.5758393587,POINT (-87.5758393587 41.75712006802)
6fd280b0-74de-4a89-947d-3be40afa079c,Altgeld Gardens,20212,15,15,In Service,41.6566655297,-87.5988006592,POINT (-87.59880065918 41.656665529674)
a3ae687f-a135-11e9-9cda-0a87ae2ba916,California Ave & 26th St,15692,11,11,In Service,41.8436799146,-87.6949685812,POINT (-87.6949685812 41.843679914577)
8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,Torrence Ave & 126th Pl,20217,15,15,In Service,41.6663120083,-87.5572156906,POINT (-87.557215690613 41.666312008257)
1861589903150238332,California Ave & 71st St,23140,15,15,In Service,41.764748,-87.693121,POINT (-87.693121 41.764748)
a3afebff-a135-11e9-9cda-0a87ae2ba916,Keystone Ave & Montrose Ave,KA1504000164,11,11,In Service,41.9611080162,-87.7289701012,POINT (-87.7289701012 41.96110801623)
a3b377cb-a135-11e9-9cda-0a87ae2ba916,Dodge Ave & Main St,E011,15,15,In Service,42.0346318516,-87.699187696,POINT (-87.69918769598 42.034631851616)
a3ac7444-a135-11e9-9cda-0a87ae2ba916,Halsted St & North Branch St,KA1504000117,15,15,In Service,41.8993902855,-87.6485449076,POINT (-87.64854490757 41.899390285497)
a065d29d-a081-47f4-8d0f-9a572f6085fe,Michigan Ave & 114th St,20243,15,15,In Service,41.6870147947,-87.6210522652,POINT (-87.621052265167 41.687014794671)
1991508150894459550,State St & 111th St,24417,16,16,In Service,41.69251,-87.62287,POINT (-87.62287 41.69251)
a3a8711c-a135-11e9-9cda-0a87ae2ba916,Morgan St & Polk St,TA1307000130,19,19,In Service,41.871737,-87.65103,POINT (-87.65103 41.871737)
a3a9d529-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Jackson Blvd,TA1309000002,23,23,In Service,41.8777679,-87.624164,POINT (-87.624164 41.8777679)
a3b37ce0-a135-11e9-9cda-0a87ae2ba916,Delano Ct & Roosevelt Rd,KA1706005007,19,19,In Service,41.867491,-87.63219,POINT (-87.63219 41.867491)
1448642179437434486,Martin Luther King Dr & 111th St,,6,6,In Service,41.6926389565,-87.6136738648,POINT (-87.613673864847 41.692638956472)
4fcebf8a-b065-4cd1-a167-211a45ada30e,Dauphin Ave & 103rd St,20113,15,15,In Service,41.7072503678,-87.6076626778,POINT (-87.607662677765 41.707250367782)
2021144286196005052,Lynch Ave & Elston Ave,24477,16,16,In Service,41.98096,-87.76149,POINT (-87.76149 41.98096)
a3a55b3e-a135-11e9-9cda-0a87ae2ba916,State St & Pearson St,TA1307000061,27,27,In Service,41.897448,-87.628722,POINT (-87.628722 41.897448)
a3b11ea4-a135-11e9-9cda-0a87ae2ba916,Austin Blvd & Lake St,16906,11,11,In Service,41.8879437943,-87.7742734551,POINT (-87.774273455143 41.887943794272)
a3b2c354-a135-11e9-9cda-0a87ae2ba916,Kilbourn Ave & Irving Park Rd,590,11,11,In Service,41.953733,-87.740569,POINT (-87.740569 41.953733)
a3a7cd56-a135-11e9-9cda-0a87ae2ba916,Laflin St & Cullerton St,13307,15,15,In Service,41.8549145758,-87.6635599136,POINT (-87.663559913635 41.854914575766)
a3acea44-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 71st St,15599,11,11,In Service,41.7655080058,-87.616917925,POINT (-87.616917925 41.76550800581)
a3adbedf-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & Roosevelt Rd,15682,11,11,In Service,41.8664927817,-87.7064961757,POINT (-87.7064961757 41.86649278172)
a3a94bc8-a135-11e9-9cda-0a87ae2ba916,Broadway & Sheridan Rd,13323,15,15,In Service,41.952833,-87.649993,POINT (-87.649993 41.952833)
a3a555e8-a135-11e9-9cda-0a87ae2ba916,Clinton St & Polk St,15542,15,15,In Service,41.8714665178,-87.6409491327,POINT (-87.6409491327 41.87146651779)
a3af6c2f-a135-11e9-9cda-0a87ae2ba916,St. Louis Ave & Balmoral Ave,KA1504000161,15,15,In Service,41.9803942348,-87.7161149615,POINT (-87.7161149615 41.98039423475)
a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,Halsted St & 96th St,20105,15,15,In Service,41.7197121836,-87.643019557,POINT (-87.643019556999 41.719712183619)
a3acc133-a135-11e9-9cda-0a87ae2ba916,Paulina St & Flournoy St,KA1504000104,31,31,In Service,41.8730610879,-87.6691348851,POINT (-87.669134885073 41.873061087898)
