ID,Station Name,Short Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
9e5ce0b6-198f-48fa-9363-64ab5ec2b222,Chicago State University,20106,23,23,In Service,41.7189634217,-87.6082956791,POINT (-87.608295679092 41.718963421655)
1970337111172100194,Orange Ave & Addison St,21320,15,15,In Service,41.94485,-87.82423,POINT (-87.82423 41.94485)
a3ae87fa-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Loyola Ave,RP-009,23,23,In Service,42.0010437798,-87.6611982433,POINT (-87.6611982433 42.00104377979)
a3ae6e48-a135-11e9-9cda-0a87ae2ba916,Western Ave & 28th St,KA1504000168,11,11,In Service,41.8415177081,-87.6851314409,POINT (-87.6851314409 41.84151770807)
a3afc347-a135-11e9-9cda-0a87ae2ba916,California Ave & Byron St,15628,19,19,In Service,41.9521621933,-87.698051113,POINT (-87.698051113 41.95216219326)
a3ada52f-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 63rd St,KA1503000053,11,11,In Service,41.7800806366,-87.6159428567,POINT (-87.6159428567 41.78008063659)
a3a974e1-a135-11e9-9cda-0a87ae2ba916,Stetson Ave & South Water St,TA1308000029,19,19,In Service,41.886835,-87.62232,POINT (-87.62232 41.886835)
a4f9ba74-f1cc-4b6a-90ad-78cacd45d3e1,Olive Harvey College,20111,15,15,In Service,41.7095811353,-87.5902336836,POINT (-87.590233683586 41.709581135263)
a3af4b26-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Foster Ave,KA1504000149,15,15,In Service,41.9758109756,-87.6795098986,POINT (-87.679509898579 41.975810975575)
2a80f8d9-85dc-4c36-ba07-86d775ffd1ee,Baltimore Ave & 87th St,20229,15,15,In Service,41.7373356004,-87.5485146046,POINT (-87.548514604568 41.737335600417)
732c9f35-0c82-4128-acc3-2cf447298b1d,Major Taylor Trail & 124th St,20208,15,15,In Service,41.6686963533,-87.6371133327,POINT (-87.637113332748 41.668696353322)
a3af624c-a135-11e9-9cda-0a87ae2ba916,Budlong Woods Library,15585,11,11,In Service,41.9836647089,-87.6964225611,POINT (-87.6964225611 41.98366470886)
a3a39301-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Archer Ave,KA1503000068,15,15,In Service,41.8287920199,-87.6806044594,POINT (-87.6806044594 41.82879201994)
a3af5804-a135-11e9-9cda-0a87ae2ba916,Ridge Blvd & Touhy Ave,RP-006,11,11,In Service,42.0121322774,-87.6829126443,POINT (-87.6829126443 42.01213227742)
a3ae7dc3-a135-11e9-9cda-0a87ae2ba916,Clark St & Columbia Ave,RP-008,15,15,In Service,42.0044506293,-87.6724024047,POINT (-87.6724024047 42.00445062934)
a3b01a86-a135-11e9-9cda-0a87ae2ba916,Campbell Ave & Fullerton Ave,15648,15,15,In Service,41.9246324716,-87.6893070063,POINT (-87.6893070063 41.92463247165)
a3afd294-a135-11e9-9cda-0a87ae2ba916,Troy St & Elston Ave,15631,15,15,In Service,41.9452435685,-87.7066499009,POINT (-87.7066499009 41.94524356848)
a3a6d371-a135-11e9-9cda-0a87ae2ba916,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,15,15,In Service,41.9366884495,-87.6368290186,POINT (-87.636829018593 41.9366884495)
a3ada002-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 67th St,KA1503000031,11,11,In Service,41.773720952,-87.60563486,POINT (-87.60563486 41.77372095205)
59019cbc-47d4-4743-afb2-e71e9767df0c,Clyde Ave & 87th St,20230,15,15,In Service,41.7371514643,-87.5727403164,POINT (-87.572740316391 41.737151464311)
a3b22d3d-a135-11e9-9cda-0a87ae2ba916,Damen Ave & 59th St,561,11,11,In Service,41.7858610651,-87.6741439104,POINT (-87.674143910408 41.785861065132)
2020810253003180058,Farragut Ave & Central Ave,24476,16,16,In Service,41.97666,-87.76823,POINT (-87.76823 41.97666)
a77136ee-060b-433b-88d0-ec74af1ef7ad,Halsted St & 111th St,20127,15,15,In Service,41.6922625559,-87.6426118612,POINT (-87.642611861229 41.692262555892)
a3ac9834-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & Chicago Ave,KA1504000114,11,11,In Service,41.8954653031,-87.7061278837,POINT (-87.7061278837 41.89546530305)
1988470939730348720,Ewing Ave & 97th St,24400,15,15,In Service,41.71982,-87.53542,POINT (-87.53542 41.71982)
cefa52d6-b185-4969-89a6-20eb65f5c294,Vincennes Ave & 104th St,20124,15,15,In Service,41.704925565,-87.6568681096,POINT (-87.656868109589 41.704925564998)
a3a75885-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,23,23,In Service,41.901315,-87.677409,POINT (-87.677409 41.901315)
a3a53324-a135-11e9-9cda-0a87ae2ba916,Field Museum,13029,55,55,In Service,41.865312,-87.617867,POINT (-87.617867 41.865312)
a3a7af11-a135-11e9-9cda-0a87ae2ba916,Halsted St & 18th St,13099,15,15,In Service,41.8575056803,-87.6459914446,POINT (-87.645991444588 41.857505680317)
e63300bd-4ca3-4255-adfd-522289d68b8a,Loomis Blvd & 84th St,20121,15,15,In Service,41.7414865286,-87.6584100723,POINT (-87.658410072327 41.741486528618)
a3afb401-a135-11e9-9cda-0a87ae2ba916,Monticello Ave & Irving Park Rd,KA1504000139,15,15,In Service,41.9540048388,-87.7191281797,POINT (-87.7191281797 41.95400483876)
a3ad37c2-a135-11e9-9cda-0a87ae2ba916,Shields Ave & 43rd St,KA1503000001,11,11,In Service,41.8162076786,-87.6348193497,POINT (-87.6348193497 41.81620767856)
a3b0e141-a135-11e9-9cda-0a87ae2ba916,Wolcott Ave & Fargo Ave,519,11,11,In Service,42.016977,-87.677725,POINT (-87.677725 42.016977)
a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,Woodlawn Ave & Lake Park Ave,KA1503000065,15,15,In Service,41.8140927105,-87.5970051479,POINT (-87.5970051479 41.81409271048)
48b2ed2f-18aa-4a9b-b27d-db9f6d0c8c16,Homewood Ave & 115th St,20206,15,15,In Service,41.684595072,-87.6707080007,POINT (-87.67070800066 41.684595072026)
a3adc925-a135-11e9-9cda-0a87ae2ba916,Washtenaw Ave & Ogden Ave,KA1504000109,15,15,In Service,41.8619304928,-87.6934504509,POINT (-87.693450450897 41.861930492783)
a3af7c0e-a135-11e9-9cda-0a87ae2ba916,Lincoln Ave & Winona St,KA1504000078,15,15,In Service,41.9749112968,-87.6925025594,POINT (-87.6925025594 41.97491129677)
a3aa2078-a135-11e9-9cda-0a87ae2ba916,Lincoln Ave & Belle Plaine Ave,TA1309000026,15,15,In Service,41.9560035508,-87.6801614463,POINT (-87.680161446333 41.956003550785)
a3b0060d-a135-11e9-9cda-0a87ae2ba916,Central Park Ave & Elbridge Ave,15644,15,15,In Service,41.9353372826,-87.7168892935,POINT (-87.7168892935 41.93533728263)
a3af76f8-a135-11e9-9cda-0a87ae2ba916,Francisco Ave & Foster Ave,KA1504000160,15,15,In Service,41.9756327252,-87.7014194389,POINT (-87.7014194389 41.97563272521)
a3ade7de-a135-11e9-9cda-0a87ae2ba916,Millard Ave & 26th St,KA1504000110,7,7,In Service,41.8445311246,-87.715921998,POINT (-87.715921998024 41.844531124622)
a3aae35a-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 35th St,13345,15,15,In Service,41.831379,-87.618034,POINT (-87.618034 41.831379)
a3a60f7e-a135-11e9-9cda-0a87ae2ba916,Clark St & Lincoln Ave,13179,23,23,In Service,41.915689,-87.6346,POINT (-87.6346 41.915689)
a5a5cb39-a6ee-45bc-96a0-6455ae111bad,East End Ave & 87th St,20231,15,15,In Service,41.7368152144,-87.5828012824,POINT (-87.582801282406 41.736815214407)
080ab938-2c1b-4fcf-a83d-74c5ae6ff305,Cottage Grove Ave & 111th Pl,20131,15,15,In Service,41.6917097585,-87.610001564,POINT (-87.610001564026 41.69170975847)
a3a8275e-a135-11e9-9cda-0a87ae2ba916,Racine Ave & Belmont Ave,TA1308000019,15,15,Not Installed,41.939743,-87.658865,POINT (-87.658865 41.939743)
a3b1cf80-a135-11e9-9cda-0a87ae2ba916,Laramie Ave & Gladys Ave,543,11,11,In Service,41.875806,-87.755285,POINT (-87.755285 41.875806)
a3a5e353-a135-11e9-9cda-0a87ae2ba916,Wentworth Ave & 24th St,TA1308000026,15,15,In Service,41.8500836935,-87.6321405172,POINT (-87.632140517235 41.850083693476)
a3acdae2-a135-11e9-9cda-0a87ae2ba916,Wentworth Ave & 63rd St,KA1503000025,11,11,In Service,41.7800796326,-87.6297463052,POINT (-87.6297463052 41.78007963264)
391d5cd8-c87c-42f8-94df-823f94284005,Calumet Park,20224,15,15,In Service,41.7137098304,-87.5308442116,POINT (-87.530844211578 41.713709830356)
2006690972500072780,Parnell Ave & 127th St,24411,16,16,In Service,41.66338,-87.63429,POINT (-87.63429 41.66338)
a3b01f9c-a135-11e9-9cda-0a87ae2ba916,Winchester Ave & Elston Ave,KA1504000140,15,15,In Service,41.9240908504,-87.6764600747,POINT (-87.6764600747 41.92409085038)
6849c4e2-cffa-432b-8d83-5c0524594b4f,Marquette Ave & 89th St,20239,15,15,In Service,41.7336687907,-87.5583422184,POINT (-87.558342218399 41.733668790715)
a3a7eba7-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Grand Ave,TA1308000006,23,23,In Service,41.892394453,-87.676885128,POINT (-87.676885128021 41.892394452963)
a3afb917-a135-11e9-9cda-0a87ae2ba916,Sawyer Ave & Irving Park Rd,KA1504000096,15,15,In Service,41.9535861789,-87.7093107999,POINT (-87.7093107999 41.95358617895)
bc4d498d-c272-4474-beca-10e5268e7253,Eggleston Ave & 92nd St,20118,15,15,In Service,41.7275756593,-87.6348280907,POINT (-87.634828090668 41.7275756593)
a3a513e9-a135-11e9-9cda-0a87ae2ba916,Clinton St & Washington Blvd,WL-012,31,31,In Service,41.88338,-87.64117,POINT (-87.64117 41.88338)
a3a734ce-a135-11e9-9cda-0a87ae2ba916,Clark St & Elm St,TA1307000039,39,39,In Service,41.902973,-87.63128,POINT (-87.63128 41.902973)
a3aa1623-a135-11e9-9cda-0a87ae2ba916,Broadway & Belmont Ave,13277,19,19,In Service,41.940106,-87.645451,POINT (-87.645451 41.940106)
c1f104db-9ee7-4999-bd4a-ddd766c75e04,Burnham Greenway & 105th St,20222,11,11,In Service,41.7045750872,-87.52823174,POINT (-87.528231739998 41.704575087207)
a3adce47-a135-11e9-9cda-0a87ae2ba916,Central Park Ave & Ogden Ave,15685,15,15,In Service,41.8540635039,-87.7151173353,POINT (-87.71511733532 41.854063503874)
a3b12dfb-a135-11e9-9cda-0a87ae2ba916,Pulaski Rd & Congress Pkwy,535,11,11,In Service,41.87441021,-87.7260915935,POINT (-87.726091593504 41.874410210038)
a3a5b9d3-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Cullerton St,13089,15,15,In Service,41.8549665188,-87.6756995916,POINT (-87.675699591637 41.854966518754)
b09832de-1c8e-4b92-bd72-bd98dc80b92c,Houston Ave & 92nd St,20242,15,15,In Service,41.7282042154,-87.549700141,POINT (-87.549700140953 41.728204215358)
1927730149429352986,Kildare Ave & Division St,21303,15,15,In Service,41.902393,-87.733598,POINT (-87.733598 41.902393)
a3ac7e9a-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 35th St,15446,15,15,In Service,41.8306885647,-87.6562106609,POINT (-87.656210660934 41.830688564721)
a3a547b8-a135-11e9-9cda-0a87ae2ba916,63rd St Beach,15491,15,15,In Service,41.7809109642,-87.5763237476,POINT (-87.576323747635 41.780910964248)
1926982189560422428,St Louis Ave & Foster Ave,23112,15,15,In Service,41.9759837,-87.7159844,POINT (-87.7159844 41.9759837)
a3acd5b1-a135-11e9-9cda-0a87ae2ba916,Halsted St & 63rd St,KA1503000055,11,11,In Service,41.7793811423,-87.6446208145,POINT (-87.6446208145 41.77938114228)
87c01e57-8a00-430d-9eb3-2abe51e535dd,Vernon Ave & 107th St,20109,15,15,In Service,41.7001213792,-87.612259984,POINT (-87.612259984016 41.700121379239)
a3a4c618-a135-11e9-9cda-0a87ae2ba916,Jefferson St & Monroe St,WL-011,19,19,In Service,41.8803296336,-87.6427459717,POINT (-87.64274597168 41.880329633635)
a3acd078-a135-11e9-9cda-0a87ae2ba916,Halsted St & 56th St,KA1503000011,11,11,In Service,41.792929646,-87.6449900565,POINT (-87.6449900565 41.79292964599)
c3f1be96-07c2-4c65-8a1d-f2203de88495,Halsted St & 78th St,20233,15,15,In Service,41.7524870125,-87.6439021575,POINT (-87.643902157488 41.75248701249)
14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,Torrence Ave & 106th St,20221,15,15,In Service,41.7028008502,-87.5597262383,POINT (-87.559726238251 41.702800850226)
7dc58bb9-24de-4544-9a12-c3975139370f,Doty Ave & 111th St,20114,15,15,In Service,41.6950104494,-87.5987148285,POINT (-87.598714828491 41.695010449381)
03a1610c-3ba0-4b85-b512-bc26791cb7ee,Eberhart Ave & 91st St,20110,15,15,In Service,41.7292851573,-87.6110315323,POINT (-87.611031532288 41.729285157255)
a3ad42c3-a135-11e9-9cda-0a87ae2ba916,Halsted St & 47th Pl,KA1503000051,11,11,In Service,41.8081339148,-87.6456165545,POINT (-87.6456165545 41.80813391481)
a3af2737-a135-11e9-9cda-0a87ae2ba916,Clark St & Elmdale Ave,KA1504000148,15,15,In Service,41.9908604481,-87.66972363,POINT (-87.669723629951 41.990860448126)
1927695368784189454,Kildare Ave & North Ave,23192,15,15,In Service,41.9095392,-87.7338518,POINT (-87.7338518 41.9095392)
a3b0b291-a135-11e9-9cda-0a87ae2ba916,Troy St & North Ave,15653,15,15,In Service,41.9097693017,-87.7052804871,POINT (-87.7052804871 41.90976930169)
a3b44eba-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 57th St,647,7,7,In Service,41.7896968805,-87.6546978951,POINT (-87.65469789505 41.789696880483)
2014485295161274488,Halsted St & 83rd St,24353,16,16,In Service,41.74307,-87.6437,POINT (-87.6437 41.74307)
a3a6c910-a135-11e9-9cda-0a87ae2ba916,Southport Ave & Belmont Ave,13229,15,15,In Service,41.9394777504,-87.6637476683,POINT (-87.663747668266 41.939477750405)
a3ac6f28-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Oak St,KA1504000116,19,19,In Service,41.9002194932,-87.6429854676,POINT (-87.6429854676 41.90021949323)
a3ad0ecb-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 71st St,KA1503000003,11,11,In Service,41.765719037,-87.604959713,POINT (-87.604959713 41.76571903697)
a3ace51b-a135-11e9-9cda-0a87ae2ba916,Perry Ave & 69th St,KA1503000047,11,11,In Service,41.7692930899,-87.6281959291,POINT (-87.6281959291 41.76929308995)
a3a72aad-a135-11e9-9cda-0a87ae2ba916,Canal St & Madison St,13341,43,43,In Service,41.882409,-87.639767,POINT (-87.639767 41.882409)
a3ac8dfb-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 21st St,15546,15,15,In Service,41.8541842495,-87.6191537415,POINT (-87.6191537415 41.85418424947)
1928767416660546464,Leamington Ave & Hirsch St,21307,15,15,In Service,41.9058405,-87.7548602,POINT (-87.7548602 41.9058405)
a3acb1de-a135-11e9-9cda-0a87ae2ba916,California Ave & Lake St,15666,11,11,In Service,41.8844539566,-87.6962981368,POINT (-87.6962981368 41.88445395657)
a3aafccb-a135-11e9-9cda-0a87ae2ba916,Clark St & Wrightwood Ave,TA1305000014,15,15,In Service,41.929546,-87.643118,POINT (-87.643118 41.929546)
1970337315463389684,Linder Ave & Montrose Ave,24366,15,15,In Service,41.96081,-87.76488,POINT (-87.76488 41.96081)
a3a56ae5-a135-11e9-9cda-0a87ae2ba916,900 W Harrison St,13028,19,19,In Service,41.874754,-87.649807,POINT (-87.649807 41.874754)
a3a57a52-a135-11e9-9cda-0a87ae2ba916,Green St & Washington Blvd,13053,11,11,In Service,41.883181306,-87.6487246156,POINT (-87.648724615574 41.883181305974)
a3aa54a0-a135-11e9-9cda-0a87ae2ba916,Seeley Ave & Roscoe St,13144,11,11,In Service,41.943403,-87.679618,POINT (-87.679618 41.943403)
1934288718318207280,Meade Ave & Fullerton Ave,24178,15,15,In Service,41.924751,-87.778272,POINT (-87.778272 41.924751)
1870193411073343610,California Ave & Granville Ave,23104,15,15,In Service,41.9941803,-87.6995596,POINT (-87.6995596 41.9941803)
98fe78dc-4efa-4b39-a47c-0d94abcdb221,Ewing Ave & Burnham Greenway,20223,11,11,In Service,41.70999,-87.5355,POINT (-87.5355 41.70999)
1978857439487302508,Michigan Ave & 105th St,24420,16,16,In Service,41.70346,-87.62037,POINT (-87.62037 41.70346)
a3af1767-a135-11e9-9cda-0a87ae2ba916,Broadway & Granville Ave,15571,23,23,In Service,41.9947796884,-87.6602845349,POINT (-87.6602845349 41.9947796884)
a3ab9119-a135-11e9-9cda-0a87ae2ba916,Ravenswood Ave & Lawrence Ave,TA1309000066,47,47,In Service,41.968445,-87.674226,POINT (-87.674226 41.968445)
a3a72012-a135-11e9-9cda-0a87ae2ba916,Rush St & Cedar St,KA1504000133,11,11,In Service,41.9023087012,-87.627690528,POINT (-87.627690528 41.90230870122)
1955904736576827886,Shabbona Park,21395,15,15,In Service,41.9448,-87.79932,POINT (-87.79932 41.9448)
a3a478c9-a135-11e9-9cda-0a87ae2ba916,Ogden Ave & Chicago Ave,TA1305000020,19,19,In Service,41.896362458,-87.6540612729,POINT (-87.6540612729 41.896362458)
1988925731902098196,Oriole Ave & Irving Park Rd,24333,12,12,In Service,41.95224,-87.81697,POINT (-87.81697 41.95224)
a3ad61c2-a135-11e9-9cda-0a87ae2ba916,Cornell Ave & Hyde Park Blvd,KA1503000007,19,19,In Service,41.802406,-87.586924,POINT (-87.586924 41.802406)
a3a840a6-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Montrose Ave,TA1307000107,23,23,In Service,41.96167,-87.65464,POINT (-87.65464 41.96167)
a3a4a71e-a135-11e9-9cda-0a87ae2ba916,Clinton St & Lake St,13021,23,23,In Service,41.885637,-87.641823,POINT (-87.641823 41.885637)
1927347094828755902,Lexington St & California Ave,23215,15,15,In Service,41.8719938,-87.6958108,POINT (-87.6958108 41.8719938)
1978164755330913194,Wentworth Ave & 92nd St,24362,15,15,In Service,41.72714,-87.62886,POINT (-87.62886 41.72714)
a3a59ec3-a135-11e9-9cda-0a87ae2ba916,Ashland Ave & Lake St,13073,19,19,In Service,41.88592,-87.66717,POINT (-87.66717 41.88592)
1929537544978749446,Fairfield Ave & Pratt Blvd,24148,15,15,In Service,42.0044482,-87.6985973,POINT (-87.6985973 42.0044482)
a3a845b0-a135-11e9-9cda-0a87ae2ba916,Pine Grove Ave & Waveland Ave,TA1307000150,23,23,In Service,41.9494727409,-87.6464527845,POINT (-87.646452784538 41.949472740883)
1970688521031469268,Martin Luther King Dr & 87th St,24379,15,15,In Service,41.73677,-87.61439,POINT (-87.61439 41.73677)
1970688691992443350,Shields Ave & 57th St,24341,15,15,In Service,41.79076,-87.6345,POINT (-87.6345 41.79076)
a3a79adb-a135-11e9-9cda-0a87ae2ba916,Green St & Madison St,TA1307000120,27,27,In Service,41.881859328,-87.6492637396,POINT (-87.649263739586 41.881859328038)
a3b3968b-a135-11e9-9cda-0a87ae2ba916,Clark St & Newport St,632,15,15,Not Installed,41.94454,-87.654678,POINT (-87.654678 41.94454)
a3a9da3b-a135-11e9-9cda-0a87ae2ba916,Wood St & Hubbard St,13432,19,19,In Service,41.889715,-87.671966,POINT (-87.671966 41.889715)
a3a4a202-a135-11e9-9cda-0a87ae2ba916,McCormick Place,TA1305000004,27,27,In Service,41.8513751729,-87.6188346489,POINT (-87.6188346489 41.8513751729)
a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,Western Blvd & 48th Pl,594,11,11,In Service,41.805661,-87.683392,POINT (-87.683392 41.805661)
a3aad436-a135-11e9-9cda-0a87ae2ba916,Burling St & Diversey Pkwy,TA1309000036,11,11,In Service,41.93314,-87.64776,POINT (-87.64776 41.93314)
a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,St. Clair St & Erie St,13016,19,19,In Service,41.8943451374,-87.6227983832,POINT (-87.622798383236 41.894345137424)
a3b481e1-a135-11e9-9cda-0a87ae2ba916,Wood St & Augusta Blvd,657,15,15,In Service,41.899181,-87.6722,POINT (-87.6722 41.899181)
a3accb60-a135-11e9-9cda-0a87ae2ba916,Princeton Ave & Garfield Blvd,KA1503000013,11,11,In Service,41.794982,-87.633124,POINT (-87.633124 41.794982)
1879439877447006990,Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),23114,15,15,In Service,41.734929,-87.731187,POINT (-87.731187 41.734929)
1962566552401003212,Oconto Ave & Belmont Ave,24321,15,15,In Service,41.93783,-87.80788,POINT (-87.80788 41.93783)
1982154088199745678,Overhill Ave & Belmont Ave,24322,16,16,In Service,41.93799,-87.81915,POINT (-87.81915 41.93799)
a3addda0-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & 24th St,KA1504000086,11,11,In Service,41.848193,-87.705412,POINT (-87.705412 41.848193)
a3a54cdb-a135-11e9-9cda-0a87ae2ba916,Stony Island Ave & 67th St,KA1503000023,11,11,In Service,41.7734584995,-87.5853397391,POINT (-87.5853397391 41.77345849948)
a3a59915-a135-11e9-9cda-0a87ae2ba916,Sedgwick St & North Ave,TA1307000038,16,16,In Service,41.910983,-87.638525,POINT (-87.638525 41.910983)
a3b29fae-a135-11e9-9cda-0a87ae2ba916,Stony Island Ave & 82nd St,583,11,11,In Service,41.746559,-87.586005,POINT (-87.586005 41.746559)
a3b3a0c8-a135-11e9-9cda-0a87ae2ba916,Orleans St & Hubbard St,636,11,11,In Service,41.890028,-87.636618,POINT (-87.636618 41.890028)
a3ab8bee-a135-11e9-9cda-0a87ae2ba916,Racine Ave & Wrightwood Ave,TA1309000059,15,15,In Service,41.928887,-87.658971,POINT (-87.658971 41.928887)
a3a589b9-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Wellington Ave,TA1307000052,23,23,In Service,41.9362534831,-87.6526620984,POINT (-87.652662098408 41.936253483141)
a3a634dd-a135-11e9-9cda-0a87ae2ba916,State St & 33rd St,13216,15,15,In Service,41.834734,-87.625813,POINT (-87.625813 41.834734)
1963359453732131538,Kedzie Ave & 54th Pl,24266,11,11,In Service,41.793446,-87.70345,POINT (-87.70345 41.793446)
a3a9cafa-a135-11e9-9cda-0a87ae2ba916,Halsted St & Maxwell St,TA1309000001,15,15,In Service,41.864883,-87.647071,POINT (-87.647071 41.864883)
2064974399404579678,Clark St & Newport St,18001,16,16,In Service,41.94454,-87.654678,POINT (-87.654678 41.94454)
a3ad47f8-a135-11e9-9cda-0a87ae2ba916,Princeton Ave & 47th St,KA1503000009,11,11,In Service,41.8093177092,-87.633449288,POINT (-87.633449288 41.80931770924)
2064963313873613218,Racine Ave & Belmont Ave,13230,16,16,In Service,41.939743,-87.658865,POINT (-87.658865 41.939743)
1932130426977611818,Harding Ave & Division St,24203,15,15,In Service,41.9023453,-87.7250744,POINT (-87.7250744 41.9023453)
a3a98e37-a135-11e9-9cda-0a87ae2ba916,Stony Island Ave & 75th St,KA1503000019,11,11,In Service,41.7586696704,-87.586882871,POINT (-87.586882871 41.7586696704)
a3a9892f-a135-11e9-9cda-0a87ae2ba916,DuSable Lake Shore Dr & North Blvd,LF-005,39,39,In Service,41.911722,-87.626804,POINT (-87.626804 41.911722)
a3a5a9d0-a135-11e9-9cda-0a87ae2ba916,Blackstone Ave & Hyde Park Blvd,13398,19,19,In Service,41.802562,-87.590368,POINT (-87.590368 41.802562)
1958860355622110046,Merrimac Park,21323,15,15,In Service,41.95261,-87.78535,POINT (-87.78535 41.95261)
a3b49b4c-a135-11e9-9cda-0a87ae2ba916,Dodge Ave & Mulford St,662,15,15,In Service,42.023463,-87.699595,POINT (-87.699595 42.023463)
1850867138125484782,Woodlawn Ave & 58th St,22002,11,11,In Service,41.789381,-87.596479,POINT (-87.596479 41.789381)
2022391749515739924,Steelworkers Park (Updated),,6,6,In Service,41.737948,-87.530836,POINT (-87.530836 41.737948)
a3b13836-a135-11e9-9cda-0a87ae2ba916,Kenton Ave & Madison St,537,11,11,In Service,41.88042,-87.74108,POINT (-87.74108 41.88042)
a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,Franklin St & Lake St,TA1307000111,35,35,In Service,41.885837,-87.6355,POINT (-87.6355 41.885837)
1981861957867952304,Homan Ave & Arthington Ave,24220,12,12,In Service,41.86963,-87.71055,POINT (-87.71055 41.86963)
1879438378503419960,Richmond St & Lincoln Ave,21452,11,11,In Service,41.9881174,-87.7031754,POINT (-87.7031754 41.9881174)
a3ac0fff-a135-11e9-9cda-0a87ae2ba916,Lake Park Ave & 56th St,TA1309000063,19,19,In Service,41.79161,-87.58748,POINT (-87.58748 41.79161)
a3b2044b-a135-11e9-9cda-0a87ae2ba916,Elizabeth St & 47th St,553,11,11,In Service,41.80839,-87.656526,POINT (-87.656526 41.80839)
1963672958015783854,Mulligan Ave & Archer Ave,24297,15,15,In Service,41.79296,-87.78052,POINT (-87.78052 41.79296)
a3af956e-a135-11e9-9cda-0a87ae2ba916,Rockwell St & Eastwood Ave,KA1504000093,15,15,In Service,41.9659001398,-87.6936384935,POINT (-87.6936384935 41.96590013976)
a3a4daa1-a135-11e9-9cda-0a87ae2ba916,Clinton St & Madison St,TA1305000032,27,27,In Service,41.8827519657,-87.6411902905,POINT (-87.641190290451 41.882751965686)
a3aade4c-a135-11e9-9cda-0a87ae2ba916,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,19,19,In Service,41.940775,-87.639192,POINT (-87.639192 41.940775)
a3b4a05c-a135-11e9-9cda-0a87ae2ba916,Lincolnwood Dr & Central St,E014,15,15,In Service,42.064854,-87.715297,POINT (-87.715297 42.064854)
1982213647115293456,Ewing Ave & 98th St,24401,16,16,In Service,41.71781,-87.53504,POINT (-87.53504 41.71781)
a3a72fc4-a135-11e9-9cda-0a87ae2ba916,Wells St & Polk St,SL-011,19,19,In Service,41.8727315423,-87.6335164905,POINT (-87.633516490459 41.872731542263)
a3aa82d0-a135-11e9-9cda-0a87ae2ba916,Wood St & Taylor St (Temp),13285,23,23,In Service,41.8692652184,-87.6737308502,POINT (-87.67373085022 41.869265218438)
a3b2905a-a135-11e9-9cda-0a87ae2ba916,Exchange Ave & 79th St,580,11,11,In Service,41.7521150063,-87.5520070003,POINT (-87.552007000253 41.752115006333)
1989675458983138282,Pulaski Rd & Ann Lurie Pl,21340,11,11,In Service,41.81644,-87.7248,POINT (-87.7248 41.81644)
a3a44ec7-a135-11e9-9cda-0a87ae2ba916,Wells St & Walton St,TA1306000011,19,19,In Service,41.89993001,-87.63443007,POINT (-87.63443007 41.89993001)
1929121521556988340,Grace St & Central Ave,23164,15,15,In Service,41.9495327,-87.7672648,POINT (-87.7672648 41.9495327)
1989627762882635936,Sacramento Ave & 51st St,24263,16,16,In Service,41.80068,-87.69895,POINT (-87.69895 41.80068)
a3a7775b-a135-11e9-9cda-0a87ae2ba916,Canal St & Monroe St,13056,27,27,In Service,41.8829056,-87.6397409,POINT (-87.6397409 41.8829056)
1871990322214447924,Lamon Ave & Armitage Ave,21357,15,15,In Service,41.91676,-87.749458,POINT (-87.749458 41.91676)
a3b2b92c-a135-11e9-9cda-0a87ae2ba916,South Chicago Ave & 83rd St,588,11,11,In Service,41.743921,-87.575225,POINT (-87.575225 41.743921)
a3a4d069-a135-11e9-9cda-0a87ae2ba916,Canal St & Jackson Blvd,13138,31,31,In Service,41.878125,-87.639968,POINT (-87.639968 41.878125)
a3a93b6d-a135-11e9-9cda-0a87ae2ba916,Winthrop Ave & Lawrence Ave,TA1308000021,15,15,In Service,41.968812,-87.657659,POINT (-87.657659 41.968812)
